Dato;PO;BEHFISK_STK;BIOMASSE_KG;FORFORBRUK_KG;DØDFISK_STK;% Dødfisk;% FORFORBRUK;Tetthet
2024-10-31;10;50504806.0;74869570.61500001;19671864.0;360068.0;0.7129380914758885;26.27484549251411;15614.09189051095
2024-11-30;10;49039838.0;74188848.83500001;17051062.0;304124.0;0.6201570241728775;22.98332197864733;15472.126972888427
2024-12-31;10;49151742.0;83384798.745;15299026.0;214501.0;0.436405692396416;18.347500060276122;17389.947600625652
2025-01-31;10;47600519.0;88715849.98300001;13945167.0;281032.0;0.5903969240335384;15.71891268885122;18501.741393743487
2025-02-28;10;45791655.0;91939218.163;12178352.0;257024.0;0.5612900429128408;13.246090453378526;19173.976676329512
2012-01-31;11;16934223.0;32216379.225;4105085.25;94443.25;0.5577064268021037;12.742230346029832;4532.411258441193
2012-02-29;11;15676690.75;30618114.975;2909281.5;91803.25;0.5856035018104826;9.501830868345284;4307.556974535734
2012-03-31;11;14899219.25;29014877.200000003;2761111.5;92512.0;0.6209184417498924;9.516192265669833;4082.002982554868
2012-04-30;11;15681603.5;27762022.9;2596089.0;117066.5;0.7465212342602592;9.351224186188537;3905.743232976927
2012-05-31;11;18326237.75;26749248.325000003;3147122.0;259382.5;1.41536142626983;11.765272660236517;3763.2594717220036
2012-06-30;11;19509226.5;25533284.15;4466867.25;251935.75;1.2913671897755659;17.494291857477332;3592.1896665728755
2012-07-31;11;20292790.75;28923890.575000003;6946860.0;172287.25;0.8490071775859611;24.017723279607587;4069.2023881541927
2012-08-31;11;20970334.75;33849605.175;9639308.5;174988.75;0.8344585438723147;28.476871296328206;4762.1841833145745
2012-09-30;11;21818707.75;36760622.349999994;9424305.25;223443.5;1.0240913557311844;25.636957830231076;5171.725147720877
2012-10-31;11;21145596.0;38089772.475;8856844.0;123018.5;0.5817688940997454;23.252551602436423;5358.71869372538
2012-11-30;11;20085644.25;37725307.0;7301478.75;129462.75;0.6445536343699805;19.3543255989938;5307.443303320202
2012-12-31;11;19327006.25;36852874.225;5330728.0;170579.75;0.8825978932976234;14.464890763889937;5184.703745779404
2013-01-31;11;18220926.75;34907266.975;4226293.25;98533.5;0.5407710669820898;12.107201784163738;4910.982973410242
2013-02-28;11;17291816.0;32821044.05;3209448.0;100670.75;0.5821872613032663;9.778628599110636;4617.479466797974
