ÅR;MÅNED_KODE;MÅNED;PO_KODE;PO_NAVN;ARTSID;UTSETTSÅR;BEHFISK_STK;BIOMASSE_KG;UTSETT_SMOLT_STK;UTSETT_SMOLT_STK_MINDRE_ENN_500G;FORFORBRUK_KG;UTTAK_STK;UTTAK_KG;UTTAK_SLØYD_KG;UTTAK_HODEKAPPET_KG;UTTAK_RUNDVEKT_KG;DØDFISK_STK;UTKAST_STK;RØMMING_STK;ANDRE_STK
2017;10;OKTOBER;(null);(null);LAKS;2014;750;9731.487;0;0;723;0;0;0;0;0;29;0;0;0
2017;10;OKTOBER;(null);(null);LAKS;2015;500359;1743954.46;0;0;235639;0;0;0;0;0;3049;0;0;914
2017;10;OKTOBER;(null);(null);LAKS;2016;7177069;26968314.802;0;0;5211812;965106;4636156.625;4119037;0;2240;169899;8786;0;23758
2017;10;OKTOBER;(null);(null);LAKS;2017;11325736;8634560.561;2218891;2218891;2629340;2902;6300;0;0;6300;176571;4252;0;196
2017;10;OKTOBER;(null);(null);REGNBUEØRRET;2015;16141;88951.752;0;0;4294;0;0;0;0;0;103;0;0;0
2017;10;OKTOBER;(null);(null);REGNBUEØRRET;2016;572765;1992672.483;0;0;412000;25725;191582.325;168795;0;0;5010;405;0;1116
2017;10;OKTOBER;(null);(null);REGNBUEØRRET;2017;310173;615724.696;25798;25798;146676;0;0;0;0;0;21417;0;0;63
2017;10;OKTOBER;01;Svenskegrensen til Jæren;LAKS;2016;936420;3615930.453;0;0;686420;94546;479836;0;0;479836;8999;2813;0;-569
2017;10;OKTOBER;01;Svenskegrensen til Jæren;LAKS;2017;5966336;1980227.809;668748;668748;729238;0;0;0;0;0;7265;0;0;0
2017;10;OKTOBER;02;Ryfylket;LAKS;2016;9514655;35359223.834;0;0;6806400;1458373;5928961.75;4962238;0;346444;180093;132867;0;60659
2017;10;OKTOBER;02;Ryfylket;LAKS;2017;12229940;7028093.396;2137636;2137636;2244643;0;0;0;0;0;93002;0;0;-28013
2017;10;OKTOBER;03;Karmøy til Sotra;LAKS;2015;121492;561090.772;0;0;106383;0;0;0;0;0;754;0;0;0
2017;10;OKTOBER;03;Karmøy til Sotra;LAKS;2016;12371786;45242977.546;0;0;8918248;1810350;7350599;6002632;0;597638;441001;63267;0;78243
2017;10;OKTOBER;03;Karmøy til Sotra;LAKS;2017;39702826;49563169.712;4479504;4790465;12773669;0;0;0;0;0;414745;0;0;335
2017;10;OKTOBER;03;Karmøy til Sotra;REGNBUEØRRET;2016;1416415;6190241.602;0;0;1487715;514101;2251336.827;1966377;15402;0;26357;7719;0;13549
2017;10;OKTOBER;03;Karmøy til Sotra;REGNBUEØRRET;2017;3658371;8770467.145;0;0;2409937;177792;514481.36;445580;6910;0;83770;1477;0;581
2017;10;OKTOBER;04;Nordhordland til Stadt;LAKS;2016;13946390;51970205.668;0;0;10147654;1606219;7361188.373;5574451;92703;972569;242047;27143;0;16393
2017;10;OKTOBER;04;Nordhordland til Stadt;LAKS;2017;32054454;33583410.874;5332248;5678395;8730147;282732;679753;0;0;679753;674255;0;0;36840
2017;10;OKTOBER;04;Nordhordland til Stadt;REGNBUEØRRET;2016;2917708;9972427.853;0;0;2046853;592757;2340805.297;1416979;54602;663408;33351;2891;0;19882
2017;10;OKTOBER;04;Nordhordland til Stadt;REGNBUEØRRET;2017;9100468;5934197.693;2629467;3021775;1871053;0;0;0;0;0;55171;0;0;0
2017;10;OKTOBER;05;Stadt til Hustadvika;LAKS;2016;6014005;22362880.089;0;0;5101087;1530897;8379895.5;7448796;0;0;241669;22461;0;11931
2017;10;OKTOBER;05;Stadt til Hustadvika;LAKS;2017;9572332;12353741.836;197632;911434;2703749;43228;102507.75;91118;0;0;244059;698;0;284
2017;10;OKTOBER;05;Stadt til Hustadvika;REGNBUEØRRET;2016;473366;1646652.79;0;0;330994;242328;1111216;0;0;1111216;4595;0;0;-2775
2017;10;OKTOBER;05;Stadt til Hustadvika;REGNBUEØRRET;2017;2553307;2952571.708;0;0;916015;0;0;0;0;0;21003;0;0;154
2017;10;OKTOBER;06;Nordmøre til Sør-Trøndelag;LAKS;2016;19565887;73650352.738;0;0;15257101;3800157;19771137.606;16918340;32241;697188;435695;5220;0;-38300
2017;10;OKTOBER;06;Nordmøre til Sør-Trøndelag;LAKS;2017;48977662;57688164.07;2787111;4108268;16961274;0;0;0;0;0;208357;0;0;957
2017;10;OKTOBER;06;Nordmøre til Sør-Trøndelag;REGNBUEØRRET;2017;939629;259930.193;0;0;161560;0;0;0;0;0;4258;0;0;0
2017;10;OKTOBER;07;Nord-Trøndelag med Bindal;LAKS;2016;11797325;41769102.815;0;0;9601266;2055975;8816131.384;7784940;44774;1390;171265;2421;0;115
2017;10;OKTOBER;07;Nord-Trøndelag med Bindal;LAKS;2017;21816317;20501976.346;2155925;2155925;7137850;0;0;0;0;0;58123;0;0;50
2017;10;OKTOBER;08;Helgeland til Bodø;LAKS;2016;13055691;46020305.04;0;0;12022791;3174009;15878802.75;14112958;0;1725;119617;6097;0;-25076
2017;10;OKTOBER;08;Helgeland til Bodø;LAKS;2017;31607312;33351976.527;3121249;3121249;10796499;5;2;0;0;2;107853;0;0;-69953
2017;10;OKTOBER;09;Vestfjorden og Vesterålen;LAKS;2015;3911;50843;0;0;200;0;0;0;0;0;28;0;0;0
2017;10;OKTOBER;09;Vestfjorden og Vesterålen;LAKS;2016;10098355;30407691.005;0;0;7579882;2637426;14411611.128;12810312;8;0;94119;1853;0;756
2017;10;OKTOBER;09;Vestfjorden og Vesterålen;LAKS;2017;20719256;16038170.1;1950596;1950596;5356700;0;0;0;0;0;68060;0;0;17
2017;10;OKTOBER;09;Vestfjorden og Vesterålen;REGNBUEØRRET;2016;721601;1554859.304;0;0;523611;87246;398041.095;350697;0;0;3182;0;0;179323
2017;10;OKTOBER;09;Vestfjorden og Vesterålen;REGNBUEØRRET;2017;897241;282914.738;509910;509910;109538;0;0;0;0;0;3963;0;0;0
2017;10;OKTOBER;10;Andøya til Senja;LAKS;2016;15468006;50896979.581;0;0;12062313;3011452;14665855.065;12370439;591715;0;81528;6193;0;-51867
2017;10;OKTOBER;10;Andøya til Senja;LAKS;2017;25120104;15075716.173;6396960;6396960;5259856;0;0;0;0;0;80763;0;0;829
2017;10;OKTOBER;11;Kvaløy til Loppa;LAKS;2016;5735231;22690008.685;0;0;5878450;1439432;6432635.25;5717898;0;0;54831;2815;0;-3946
2017;10;OKTOBER;11;Kvaløy til Loppa;LAKS;2017;17445560;18221116.962;1198536;1198536;5659535;0;0;0;0;0;143352;0;0;-18665
2017;10;OKTOBER;12;Vest-Finnmark;LAKS;2015;0;0;0;0;10248;336597;1712611.125;1522321;0;0;1460;3668;0;-15539
2017;10;OKTOBER;12;Vest-Finnmark;LAKS;2016;15037801;55739528.89;0;0;11479581;1913195;9547142.625;8486349;0;0;123885;21025;0;4371
2017;10;OKTOBER;12;Vest-Finnmark;LAKS;2017;22046439;13761261.453;1510937;1510937;4431380;0;0;0;0;0;98029;0;0;1199
2017;10;OKTOBER;13;Øst-Finnmark;LAKS;2016;1744042;8748594.894;0;0;1648746;460966;2241292.5;1992260;0;0;3501;2477;0;199
2017;10;OKTOBER;13;Øst-Finnmark;LAKS;2017;1768323;1808800.68;0;0;511943;0;0;0;0;0;4539;0;0;-3876
2017;11;NOVEMBER;(null);(null);LAKS;2014;707;10011.5;0;0;1146;0;0;0;0;0;43;0;0;0
2017;11;NOVEMBER;(null);(null);LAKS;2015;27760;164728.51;0;0;836;0;0;0;0;0;2039;0;0;400
2017;11;NOVEMBER;(null);(null);LAKS;2016;6730025;28161838.271;0;0;4909432;740832;3630317.875;2942303;0;320227;122585;1542;0;-1637
2017;11;NOVEMBER;(null);(null);LAKS;2017;10954633;10099796.801;456165;515655;2302899;1106;252;0;0;252;99457;2038;0;275
2017;11;NOVEMBER;(null);(null);REGNBUEØRRET;2015;5460;15178.684;0;0;830;10023;49865.005;15363;0;32428;254;132;0;-272
2017;11;NOVEMBER;(null);(null);REGNBUEØRRET;2016;512978;2132259.215;0;0;485000;52171;198250;0;0;198250;2612;0;0;402
2017;11;NOVEMBER;(null);(null);REGNBUEØRRET;2017;300626;723736.004;0;0;158446;0;0;0;0;0;9547;0;0;0
2017;11;NOVEMBER;01;Svenskegrensen til Jæren;LAKS;2016;828923;3527579.999;0;0;537302;97202;502301;0;0;502301;13074;2610;0;5389
2017;11;NOVEMBER;01;Svenskegrensen til Jæren;LAKS;2017;5957988;2962695.111;0;0;1000741;0;0;0;0;0;8348;0;0;0
2017;11;NOVEMBER;02;Ryfylket;LAKS;2016;7671819;29491024.605;0;0;4495858;1634148;8190790.5;6905348;0;422274;184112;52411;0;29081
2017;11;NOVEMBER;02;Ryfylket;LAKS;2017;13106520;9425550.983;936505;936505;2665947;0;0;0;0;0;59911;0;0;14
2017;11;NOVEMBER;03;Karmøy til Sotra;LAKS;2015;82252;453373.024;0;0;95392;0;0;0;0;0;275;0;0;0
2017;11;NOVEMBER;03;Karmøy til Sotra;LAKS;2016;10185868;40262088.695;0;0;7637294;1903640;9403515.625;7379125;0;1102000;179705;59696;0;63835
2017;11;NOVEMBER;03;Karmøy til Sotra;LAKS;2017;40151226;58929538.124;741374;1174739;12620880;97185;316761.75;281566;0;0;541454;12530;0;366
2017;11;NOVEMBER;03;Karmøy til Sotra;REGNBUEØRRET;2016;869879;4004153.936;0;0;1072263;525352;2666956.012;2340280;8482;0;28351;11138;0;18305
2017;11;NOVEMBER;03;Karmøy til Sotra;REGNBUEØRRET;2017;3420559;9247783.066;0;0;1830027;161520;555297.713;486407;2548;0;76316;1173;0;1417
2017;11;NOVEMBER;04;Nordhordland til Stadt;LAKS;2016;11516531;45709586.599;0;0;7208467;2085631;9841492.354;7325516;21819;1572664;237303;51845;0;-39163
2017;11;NOVEMBER;04;Nordhordland til Stadt;LAKS;2017;32157274;37303545.109;1683301;1790301;8237520;107409;421928.25;150138;0;253023;409373;564;0;36
2017;11;NOVEMBER;04;Nordhordland til Stadt;REGNBUEØRRET;2016;1339544;4946360.988;0;0;755207;791082;3148131.4;1865490;196625;781873;15942;2910;0;56825
2017;11;NOVEMBER;04;Nordhordland til Stadt;REGNBUEØRRET;2017;9104599;7012876.167;724334;904791;1972807;91789;250483.02;113652;0;121488;95126;4900;0;38234
2017;11;NOVEMBER;05;Stadt til Hustadvika;LAKS;2016;4734088;17982440.985;0;0;3269369;1145032;6395601.375;5684979;0;0;104918;26128;0;40027
2017;11;NOVEMBER;05;Stadt til Hustadvika;LAKS;2017;10189198;14134527.874;831877;831877;2445048;0;0;0;0;0;214955;0;0;56
2017;11;NOVEMBER;05;Stadt til Hustadvika;REGNBUEØRRET;2016;123196;533977.063;0;0;133826;348741;1262254.735;175561;0;1062993;1926;336;0;861
2017;11;NOVEMBER;05;Stadt til Hustadvika;REGNBUEØRRET;2017;3215169;3848714.514;468200;695781;1011943;0;0;0;0;0;33806;0;0;113
2017;11;NOVEMBER;06;Nordmøre til Sør-Trøndelag;LAKS;2016;14980042;58109593.316;0;0;10965433;4144292;22490895.185;19203589;36160;841079;225919;22535;0;-164478
2017;11;NOVEMBER;06;Nordmøre til Sør-Trøndelag;LAKS;2017;53336204;70737580.165;4112555;4701321;15320672;37490;141940.125;126169;0;0;276112;3980;0;-17497
2017;11;NOVEMBER;06;Nordmøre til Sør-Trøndelag;REGNBUEØRRET;2017;934870;394006.33;0;0;165671;0;0;0;0;0;4544;0;0;215
2017;11;NOVEMBER;07;Nord-Trøndelag med Bindal;LAKS;2016;8934110;35436931.346;0;0;7464910;2639821;11203484.221;9953449;756;4897;162551;7009;0;-869
2017;11;NOVEMBER;07;Nord-Trøndelag med Bindal;LAKS;2017;21907241;26252250.657;149810;149810;6606265;0;0;0;0;0;52439;0;0;-6405
2017;11;NOVEMBER;08;Helgeland til Bodø;LAKS;2016;10594075;40110525.454;0;0;8027275;2267904;10910250.75;9314702;0;431211;84281;2568;0;27472
2017;11;NOVEMBER;08;Helgeland til Bodø;LAKS;2017;33443566;41817624.758;2496979;2496979;9587674;0;0;0;0;0;140507;0;0;-11313
2017;11;NOVEMBER;09;Vestfjorden og Vesterålen;LAKS;2015;0;0;0;0;0;0;0;0;0;0;2;3909;0;0
2017;11;NOVEMBER;09;Vestfjorden og Vesterålen;LAKS;2016;8697181;28792622.371;0;0;5652876;1085905;5236493.25;4145114;0;573240;78569;406;250;-2741
2017;11;NOVEMBER;09;Vestfjorden og Vesterålen;LAKS;2017;22551416;20764916.929;1964754;2055117;5203581;0;0;0;0;0;132484;0;0;110
2017;11;NOVEMBER;09;Vestfjorden og Vesterålen;REGNBUEØRRET;2016;1000560;2569561.725;0;0;740207;57965;207442.815;182769;0;0;1813;0;0;2221
2017;11;NOVEMBER;09;Vestfjorden og Vesterålen;REGNBUEØRRET;2017;770171;156949.391;0;0;124767;0;0;0;0;0;3112;0;0;0
2017;11;NOVEMBER;10;Andøya til Senja;LAKS;2016;13450587;48799527.286;0;0;8552323;1922408;9940882;8731624;0;117805;95753;1317;0;6018
2017;11;NOVEMBER;10;Andøya til Senja;LAKS;2017;24841716;18801062.212;598127;797234;4782469;234077;30000;0;0;30000;247076;0;0;571
2017;11;NOVEMBER;11;Kvaløy til Loppa;LAKS;2016;4290231;18004846.39;0;0;3268533;1421950;6955347.375;6182531;0;0;25443;1799;0;4268
2017;11;NOVEMBER;11;Kvaløy til Loppa;LAKS;2017;17169185;22780981.507;0;0;5322870;0;0;0;0;0;71128;0;0;-62353
2017;11;NOVEMBER;12;Vest-Finnmark;LAKS;2016;12117543;49066137.086;0;0;9281317;2594572;13461294.375;11965595;0;0;95688;47520;0;122140
2017;11;NOVEMBER;12;Vest-Finnmark;LAKS;2017;22657116;17758157.565;714196;714196;4352341;0;0;0;0;0;99976;0;0;-2349
2017;11;NOVEMBER;13;Øst-Finnmark;LAKS;2016;1274137;6974384.057;0;0;907456;455445;2356632;2094784;0;0;4631;469;0;-9358
2017;11;NOVEMBER;13;Øst-Finnmark;LAKS;2017;1765282;2312556.902;0;0;520801;0;0;0;0;0;3041;0;0;0
2017;12;DESEMBER;(null);(null);LAKS;2014;702;10463.888;0;0;697;0;0;0;0;0;5;0;0;0
2017;12;DESEMBER;(null);(null);LAKS;2015;13835;2638.751;0;0;1399;0;0;0;0;0;994;0;0;-3152
2017;12;DESEMBER;(null);(null);LAKS;2016;5377799;24465286.393;0;0;4016705;1914207;8826452;7805232;0;45566;133368;42597;0;26236
2017;12;DESEMBER;(null);(null);LAKS;2017;11518928;12485237.073;753178;753178;2153540;4759;6716.25;5522;0;504;156767;20627;0;-328
2017;12;DESEMBER;(null);(null);LAKS;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;12;DESEMBER;(null);(null);REGNBUEØRRET;2015;5582;31325.526;0;0;0;247;1310;0;0;1310;605;0;0;0
2017;12;DESEMBER;(null);(null);REGNBUEØRRET;2016;407563;1901673.914;0;0;241500;103126;403454;0;0;403454;2289;0;0;0
2017;12;DESEMBER;(null);(null);REGNBUEØRRET;2017;294449;806776.109;545;4871;145982;0;0;0;0;0;11048;0;0;0
2017;12;DESEMBER;(null);(null);REGNBUEØRRET;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;12;DESEMBER;01;Svenskegrensen til Jæren;LAKS;2016;748664;3588071.685;0;0;552831;65974;317917.125;282593;0;0;12384;1901;0;0
2017;12;DESEMBER;01;Svenskegrensen til Jæren;LAKS;2017;5856424;3893522.586;0;0;1127130;0;0;0;0;0;9210;0;0;-3782
2017;12;DESEMBER;02;Ryfylket;LAKS;2016;6250473;24530678.409;0;0;3282886;1204427;6055755.75;5382894;0;0;110015;100354;0;41874
2017;12;DESEMBER;02;Ryfylket;LAKS;2017;13783596;11867583.617;593126;737328;2728947;0;0;0;0;0;60252;0;0;0
2017;12;DESEMBER;03;Karmøy til Sotra;LAKS;2015;140490;917697.996;0;0;109301;16744;109498.5;97332;0;0;564;1137;0;0
2017;12;DESEMBER;03;Karmøy til Sotra;LAKS;2016;7142429;31123281.507;0;0;5178227;1930593;9176023.125;8050017;0;119754;203041;80673;0;-3112
2017;12;DESEMBER;03;Karmøy til Sotra;LAKS;2017;39604785;67074401.408;0;0;11876414;335260;1384606.25;963226;0;300977;414029;10300;0;-635
2017;12;DESEMBER;03;Karmøy til Sotra;LAKS;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;12;DESEMBER;03;Karmøy til Sotra;REGNBUEØRRET;2016;411617;2111756.181;0;0;441046;455054;2120264.231;1859819;7401;0;4440;3689;0;4961
2017;12;DESEMBER;03;Karmøy til Sotra;REGNBUEØRRET;2017;3277506;10470421.342;0;135391;2206571;127025;418440.941;367091;1416;0;30806;5173;0;19969
2017;12;DESEMBER;04;Nordhordland til Stadt;LAKS;2016;8296966;34668805.143;0;0;5250215;2675361;12942112;10078992;0;1603246;264904;50134;0;57767
2017;12;DESEMBER;04;Nordhordland til Stadt;LAKS;2017;33141453;44534921.162;420873;420873;8555274;163452;582008;0;0;582008;399612;505;0;548
2017;12;DESEMBER;04;Nordhordland til Stadt;LAKS;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;12;DESEMBER;04;Nordhordland til Stadt;REGNBUEØRRET;2016;936036;3731307.197;0;0;515265;379138;1442246.835;817021;241000;209822;9383;1358;0;2895
2017;12;DESEMBER;04;Nordhordland til Stadt;REGNBUEØRRET;2017;9439113;8595242.811;0;120916;2081669;91264;346923.655;23153;0;320645;78312;760;0;-922
2017;12;DESEMBER;05;Stadt til Hustadvika;LAKS;2016;3716520;14817867.758;0;0;2630072;813703;4669206.75;4150406;0;0;94181;73258;0;-17464
2017;12;DESEMBER;05;Stadt til Hustadvika;LAKS;2017;10774245;16652178.87;338439;481616;2605403;0;0;0;0;0;234383;0;0;40
2017;12;DESEMBER;05;Stadt til Hustadvika;REGNBUEØRRET;2016;75804;372621.246;0;0;79866;45018;206995.625;182375;0;0;421;456;0;-1485
2017;12;DESEMBER;05;Stadt til Hustadvika;REGNBUEØRRET;2017;3273743;4177758.967;175500;175500;787422;91649;284388;0;0;284388;25212;0;0;21
2017;12;DESEMBER;06;Nordmøre til Sør-Trøndelag;LAKS;2016;12034720;50294497.252;0;0;7959369;2739025;13935499.851;11852051;8686;590946;185893;15412;0;-96873
2017;12;DESEMBER;06;Nordmøre til Sør-Trøndelag;LAKS;2017;53029075;82707972.155;0;0;14687326;63237;246861;219432;0;0;243337;0;0;3569
2017;12;DESEMBER;06;Nordmøre til Sør-Trøndelag;REGNBUEØRRET;2017;930755;522126.438;0;0;156627;0;0;0;0;0;3839;0;0;276
2017;12;DESEMBER;07;Nord-Trøndelag med Bindal;LAKS;2016;6283549;26982023.376;0;0;5122855;2437304;11508560.149;10213877;9314;6157;164424;1887;0;-14130
2017;12;DESEMBER;07;Nord-Trøndelag med Bindal;LAKS;2017;21853953;31209768.762;0;0;5630924;0;0;0;0;0;53348;0;0;283
2017;12;DESEMBER;08;Helgeland til Bodø;LAKS;2016;8069300;32636022.105;0;0;5317603;2515893;11931759.375;10391467;0;241359;76734;6792;0;26776
2017;12;DESEMBER;08;Helgeland til Bodø;LAKS;2017;32920231;48759652.383;891832;891832;8584530;13;5;0;0;5;214017;0;0;-14047
2017;12;DESEMBER;08;Helgeland til Bodø;LAKS;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;12;DESEMBER;09;Vestfjorden og Vesterålen;LAKS;2016;7077536;25315280.354;0;0;4114020;1570220;6638079.106;5602966;119866;182992;70238;5121;0;-13518
2017;12;DESEMBER;09;Vestfjorden og Vesterålen;LAKS;2017;24868465;24951121.557;1943576;2581359;4746126;0;0;0;0;0;211738;0;0;-481
2017;12;DESEMBER;09;Vestfjorden og Vesterålen;REGNBUEØRRET;2016;834629;2543506.11;0;0;517872;41337;160762.535;141641;0;0;2188;0;0;1339
2017;12;DESEMBER;09;Vestfjorden og Vesterålen;REGNBUEØRRET;2017;889773;480482.452;0;0;72053;0;0;0;0;0;4163;0;0;0
2017;12;DESEMBER;10;Andøya til Senja;LAKS;2016;11501482;44556663.126;0;0;6365396;1829030;9045445.164;8030854;8479;0;83677;1423;0;-31393
2017;12;DESEMBER;10;Andøya til Senja;LAKS;2017;24665724;22208120.909;0;0;4057234;0;0;0;0;0;175529;0;0;463
2017;12;DESEMBER;10;Andøya til Senja;LAKS;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;12;DESEMBER;11;Kvaløy til Loppa;LAKS;2016;3494953;15434216.687;0;0;2049756;768364;4159226.25;3697090;0;0;22308;1267;0;-3297
2017;12;DESEMBER;11;Kvaløy til Loppa;LAKS;2017;17106127;26755526.694;0;0;4721582;0;0;0;0;0;62380;0;0;678
2017;12;DESEMBER;12;Vest-Finnmark;LAKS;2016;10202000;44887420.977;0;0;6138948;1753374;8337155.625;7410805;0;0;80124;41581;0;-39668
2017;12;DESEMBER;12;Vest-Finnmark;LAKS;2017;24987701;21804712.968;1846133;2454825;4063223;0;0;0;0;0;123684;0;0;556
2017;12;DESEMBER;13;Øst-Finnmark;LAKS;2016;963161;5649921.433;0;0;584367;305669;1686556.125;1499161;0;0;7385;372;0;2510
2017;12;DESEMBER;13;Øst-Finnmark;LAKS;2017;1756868;2652216.2;0;0;385647;0;0;0;0;0;8414;0;0;0
2018;1;JANUAR;(null);(null);LAKS;2012;11224;61075.31;0;0;5075;0;0;0;0;0;300;0;0;0
2018;1;JANUAR;(null);(null);LAKS;2014;694;10889.447;0;0;728;0;0;0;0;0;8;0;0;0
2018;1;JANUAR;(null);(null);LAKS;2015;16994;11679.687;0;0;2308;0;0;0;0;0;300;0;0;0
2018;1;JANUAR;(null);(null);LAKS;2016;3804200;20078012.123;0;0;2949134;879585;4256078.415;3782545;565;0;68319;6729;0;-8418
2018;1;JANUAR;(null);(null);LAKS;2017;11415635;13504337.281;0;0;2157490;51490;198765.625;176445;0;265;534275;919;0;2489
2018;1;JANUAR;(null);(null);LAKS;2018;3894;327.096;3900;3900;178;0;0;0;0;0;6;0;0;0
2018;1;JANUAR;(null);(null);REGNBUEØRRET;2015;1637;9567.181;0;0;0;2657;14959;0;0;14959;537;0;0;0
2018;1;JANUAR;(null);(null);REGNBUEØRRET;2016;130172;665569.436;0;0;109500;288551;1316188;0;0;1316188;1192;0;0;12352
2018;1;JANUAR;(null);(null);REGNBUEØRRET;2017;267424;834714.222;0;0;153961;0;0;0;0;0;27142;0;0;124
2018;1;JANUAR;01;Svenskegrensen til Jæren;LAKS;2016;620353;3228791.858;0;0;398654;118172;595978;344432;0;208492;9694;445;0;0
2018;1;JANUAR;01;Svenskegrensen til Jæren;LAKS;2017;5666040;4364571.229;0;0;816738;0;0;0;0;0;6280;0;0;0
2018;1;JANUAR;02;Ryfylket;LAKS;2016;4875672;19051971.288;0;0;2120092;1225465;6148375.875;5465223;0;0;107775;80571;0;40572
2018;1;JANUAR;02;Ryfylket;LAKS;2017;13715964;13723076.863;0;0;2234414;0;0;0;0;0;67631;0;0;1
2018;1;JANUAR;02;Ryfylket;LAKS;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;1;JANUAR;03;Karmøy til Sotra;LAKS;2015;93692;470075.298;0;0;73186;134613;866155.5;769916;0;0;723;1256;0;-2966
2018;1;JANUAR;03;Karmøy til Sotra;LAKS;2016;5228330;23743161.696;0;0;3472608;2080399;10481295.125;9315689;0;1145;188868;43889;0;-39311
2018;1;JANUAR;03;Karmøy til Sotra;LAKS;2017;38989614;73026484.191;0;0;9806575;338352;1435836.25;1216018;0;67816;517462;1705;4742;524
2018;1;JANUAR;03;Karmøy til Sotra;LAKS;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;1;JANUAR;03;Karmøy til Sotra;REGNBUEØRRET;2016;108558;744490.764;0;0;118370;291800;1323208.337;1158977;6137;0;2893;4967;0;-3399
2018;1;JANUAR;03;Karmøy til Sotra;REGNBUEØRRET;2017;2970305;10093326.658;0;0;1478953;164870;681571.843;597355;2823;0;140125;2210;0;14
2018;1;JANUAR;04;Nordhordland til Stadt;LAKS;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;1;JANUAR;04;Nordhordland til Stadt;LAKS;2016;6349318;26762696.913;0;0;3800167;1898046;10007624.259;8152023;524;835935;157217;57254;0;49178
2018;1;JANUAR;04;Nordhordland til Stadt;LAKS;2017;31444378;47222364.83;0;0;6321030;107006;483905.375;353091;0;86678;648361;369;0;71166
2018;1;JANUAR;04;Nordhordland til Stadt;REGNBUEØRRET;2016;766903;3332925.98;0;0;563910;166130;728600.872;280432;48972;348312;10232;1388;0;-80
2018;1;JANUAR;04;Nordhordland til Stadt;REGNBUEØRRET;2017;8863800;9205044.491;0;0;2223704;204652;820944.1;23260;0;794544;100955;700;0;4304
2018;1;JANUAR;04;Nordhordland til Stadt;REGNBUEØRRET;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;1;JANUAR;05;Stadt til Hustadvika;LAKS;2016;2713822;11604724.834;0;0;1846378;918009;4633933.5;4119052;0;0;85673;36387;0;71279
2018;1;JANUAR;05;Stadt til Hustadvika;LAKS;2017;10647282;18532295.82;0;0;2470244;0;0;0;0;0;126844;0;0;119
2018;1;JANUAR;05;Stadt til Hustadvika;REGNBUEØRRET;2016;18361;96725.748;0;0;15859;55759;272846.055;240393;0;0;508;454;0;-718
2018;1;JANUAR;05;Stadt til Hustadvika;REGNBUEØRRET;2017;3219876;4748141.422;0;0;851921;0;0;0;0;0;53811;0;0;56
2018;1;JANUAR;06;Nordmøre til Sør-Trøndelag;LAKS;2016;9638503;43609319.864;0;0;6607176;2289946;11623915.265;10002883;19165;346409;173414;5157;0;-48416
2018;1;JANUAR;06;Nordmøre til Sør-Trøndelag;LAKS;2017;52631716;92240780.004;0;0;13287226;115301;594237.375;528211;0;0;268002;217;0;-10440
2018;1;JANUAR;06;Nordmøre til Sør-Trøndelag;REGNBUEØRRET;2017;927935;658112;0;0;167060;0;0;0;0;0;2319;0;0;501
2018;1;JANUAR;07;Nord-Trøndelag med Bindal;LAKS;2016;4237124;19356747.536;0;0;2872497;1904933;9162405;8142280;0;2340;86745;1839;0;22326
2018;1;JANUAR;07;Nord-Trøndelag med Bindal;LAKS;2017;21941677;36555645.996;0;0;5605513;28788;152382.375;135451;0;0;45694;0;0;73
2018;1;JANUAR;08;Helgeland til Bodø;LAKS;2016;6330335;26979885.674;0;0;4169587;1752256;9190209.625;7950733;0;245635;70815;5722;0;-3205
2018;1;JANUAR;08;Helgeland til Bodø;LAKS;2017;31803277;54655049.546;0;0;8053076;157869;754903.375;669915;0;1249;302158;132;0;8936
2018;1;JANUAR;08;Helgeland til Bodø;LAKS;2018;1673584;192416.207;1828235;1828235;23819;0;0;0;0;0;6377;0;0;0
2018;1;JANUAR;09;Vestfjorden og Vesterålen;LAKS;2016;4376140;16521152.881;0;0;2444126;2618943;10561014.25;8916930;0;529468;54337;657;0;-31822
2018;1;JANUAR;09;Vestfjorden og Vesterålen;LAKS;2017;24494818;28167677.343;0;0;4037709;0;0;0;0;0;306280;0;0;271
2018;1;JANUAR;09;Vestfjorden og Vesterålen;LAKS;2018;756401;97195.592;932980;932980;19509;0;0;0;0;0;176579;0;0;0
2018;1;JANUAR;09;Vestfjorden og Vesterålen;REGNBUEØRRET;2016;913315;2947560.447;0;0;445709;41620;185943.645;163827;0;0;3875;0;0;408
2018;1;JANUAR;09;Vestfjorden og Vesterålen;REGNBUEØRRET;2017;745483;246198.713;0;0;54785;0;0;0;0;0;20509;0;0;0
2018;1;JANUAR;10;Andøya til Senja;LAKS;2016;10140440;42728051.548;0;0;6013029;1260987;6020482.5;5351540;0;0;88429;754;0;-6709
