Dato;PO;BrakkvannsAreal_km2;BA_ano
2015-05-31;12.0;135.03;0.6016148945415193
2015-06-30;12.0;174.8;0.9046786351779712
2015-07-31;12.0;47.94;-0.0620466888637758
2015-08-31;12.0;28.71;-0.20858719005660875
2015-09-30;12.0;7.57;-0.36968267602730503
2015-10-31;12.0;6.58;-0.3772268827969829
2015-11-30;12.0;1.6;-0.41517652897172586
2015-12-31;12.0;0.0;-0.42736918637726584
2016-01-31;12.0;0.0;-0.42736918637726584
2016-02-29;12.0;0.0;-0.42736918637726584
2016-03-31;12.0;0.0;-0.42736918637726584
2016-04-30;12.0;1.7;-0.41441448788387963
2016-05-31;12.0;236.29;1.3732577000946273
2016-06-30;12.0;110.5;0.4146862156928353
2016-07-31;12.0;85.1;0.22112777937988895
2016-08-31;12.0;48.58;-0.05716962590155982
2016-09-30;12.0;12.53;-0.33188543807013127
2016-10-31;12.0;4.61;-0.39223909222755393
2016-11-30;12.0;0.0;-0.42736918637726584
2016-12-31;12.0;0.06;-0.42691196172455803
2017-01-31;12.0;0.0;-0.42736918637726584
2017-02-28;12.0;0.07;-0.42683575761577347
2017-03-31;12.0;0.0;-0.42736918637726584
2017-04-30;12.0;0.0;-0.42736918637726584
2017-05-31;12.0;11.87;-0.3369149092499165
2017-06-30;12.0;565.73;3.8837258598952986
2017-07-31;12.0;374.42;2.4258650547366463
2017-08-31;12.0;64.06;0.06079433449703899
2017-09-30;12.0;9.53;-0.35474667070551863
2017-10-31;12.0;0.87;-0.4207394289130035
2017-11-30;12.0;0.03;-0.42714057405091194
2017-12-31;12.0;0.0;-0.42736918637726584
2018-01-31;12.0;0.0;-0.42736918637726584
2018-02-28;12.0;0.0;-0.42736918637726584
2018-03-31;12.0;0.0;-0.42736918637726584
2018-04-30;12.0;0.0;-0.42736918637726584
2018-05-31;12.0;158.23;0.7784084269218482
2018-06-30;12.0;67.63;0.0879992013331499
2018-07-31;12.0;38.42;-0.13459300042673833
2018-08-31;12.0;39.42;-0.12697258954827587
2018-09-30;12.0;2.53;-0.4080895468547558
2018-10-31;12.0;1.19;-0.4183008974318955
2018-11-30;12.0;1.7;-0.41441448788387963
2018-12-31;12.0;0.03;-0.42714057405091194
2019-01-31;12.0;1.23;-0.417996080996757
2019-02-28;12.0;0.79;-0.42134906178328047
2019-03-31;12.0;2.13;-0.4111377112061408
2019-04-30;12.0;10.83;-0.3448401365635175
2019-05-31;12.0;147.19;0.6942790908236227
2019-06-30;12.0;359.43;2.3116350956684943
2019-07-31;12.0;53.55;-0.019296183835601433
2019-08-31;12.0;2.13;-0.4111377112061408
2019-09-30;12.0;28.93;-0.20691069966334702
2019-10-31;12.0;7.26;-0.3720450033996284
2019-11-30;12.0;0.0;-0.42736918637726584
2019-12-31;12.0;0.0;-0.42736918637726584
2020-01-31;12.0;0.06;-0.42691196172455803
2020-02-29;12.0;0.21;-0.42576890009278867
2020-03-31;12.0;0.1;-0.42660714528941956
2020-04-30;12.0;0.6;-0.42279693985018835
2020-05-31;12.0;13.16;-0.3270845792167
2020-06-30;12.0;552.17;3.780393088383347
2020-07-31;12.0;239.03;1.3941376259016145
2020-08-31;12.0;50.23;-0.04459594795209679
2020-09-30;12.0;23.6;-0.2475274896455519
2020-10-31;12.0;2.1;-0.41136632353249464
2020-11-30;12.0;1.77;-0.41388105912238726
2020-12-31;12.0;0.0;-0.42736918637726584
2021-01-31;12.0;7.03;-0.3737976979016748
2021-02-28;12.0;4.54;-0.3927725209890463
2021-03-31;12.0;0.97;-0.41997738782515726
2021-04-30;12.0;1.43;-0.4164719988210645
2021-05-31;12.0;27.74;-0.21597898860871736
2021-06-30;12.0;733.33;5.160906723125606
2021-07-31;12.0;100.87;0.34130165893324194
2021-08-31;12.0;3.39;-0.4015359934992781
2021-09-30;12.0;6.3;-0.3793605978429524
2021-10-31;12.0;3.42;-0.4013073811729242
2021-11-30;12.0;0.37;-0.42454963435223475
2021-12-31;12.0;0.9;-0.4205108165866496
2022-01-31;12.0;0.48;-0.42371138915560386
2022-02-28;12.0;0.11;-0.42653094118063495
2022-03-31;12.0;0.42;-0.42416861380831156
2022-04-30;12.0;1.03;-0.4195201631724495
2022-05-31;12.0;128.29;0.5502533252206824
2022-06-30;12.0;578.5;3.9810385068132637
2022-07-31;12.0;153.06;0.7390109026801974
2022-08-31;12.0;52.97;-0.023716022145109646
2022-09-30;12.0;18.4;-0.28715362621355667
2022-10-31;12.0;2.42;-0.4089277920513867
2022-11-30;12.0;0.17;-0.4260737165279272
2022-12-31;12.0;0.06;-0.42691196172455803
2023-01-31;12.0;0.9;-0.4205108165866496
2023-02-28;12.0;0.61;-0.42272073574140373
2023-03-31;12.0;0.61;-0.42272073574140373
2023-04-30;12.0;1.63;-0.414947916645372
2023-05-31;12.0;279.03;1.6989540610401126
2023-06-30;12.0;145.17;0.6788858608491285
2023-07-31;12.0;11.45;-0.3401154818188707
2023-08-31;12.0;10.35;-0.3484979337851794
2023-09-30;12.0;17.1;-0.2970601603555578
2023-10-31;12.0;9.71;-0.35337499674739536
2023-11-30;12.0;0.03;-0.42714057405091194
2023-12-31;12.0;1.0;-0.41974877549880335
2024-01-31;12.0;2.19;-0.41068048655343303
2024-02-29;12.0;1.76;-0.41395726323117193
2024-03-31;12.0;8.06;-0.36594867469685843
2024-04-30;12.0;1.53;-0.4157099577332182
2024-05-31;12.0;124.61;0.5222102131879406
2024-06-30;12.0;708.7;4.9732160031890755
2024-07-31;12.0;79.77;0.1805109893976841
2024-08-31;12.0;10.07;-0.3506316488311489
2012-01-31;13.0;1.04;-0.6965599289357526
2012-02-29;13.0;0.0;-0.7062195203097684
2012-03-31;13.0;0.74;-0.6993463495244111
2012-04-30;13.0;4.53;-0.6641445694210264
2012-05-31;13.0;141.61;0.6090638782232919
2012-06-30;13.0;178.63;0.9529081788637401
2012-07-31;13.0;127.06;0.4739224796733587
2012-08-31;13.0;84.94;0.08270902902571728
2012-09-30;13.0;37.67;-0.3563379750605602
2012-10-31;13.0;35.97;-0.37212769172962457
2012-11-30;13.0;3.7;-0.6718536663829814
2012-12-31;13.0;1.45;-0.6927518207979194
2013-01-31;13.0;2.94;-0.678912598540916
2013-02-28;13.0;0.64;-0.7002751563872972
2013-03-31;13.0;2.16;-0.686157292071428
2013-04-30;13.0;12.47;-0.5903973045078671
2013-05-31;13.0;342.65;2.476337195369584
2013-06-30;13.0;249.3;1.6092959888653742
2013-07-31;13.0;117.19;0.3822492423064969
2013-08-31;13.0;68.29;-0.07193731364482464
2013-09-30;13.0;13.43;-0.5814807586241602
2013-10-31;13.0;11.84;-0.5962487877440497
2013-11-30;13.0;1.87;-0.6888508319737976
2013-12-31;13.0;0.81;-0.6986961847203907
2014-01-31;13.0;1.0;-0.6969314516809071
2014-02-28;13.0;0.14;-0.7049191907017278
2014-03-31;13.0;3.81;-0.6708319788338066
2014-04-30;13.0;13.77;-0.5783228152903472
2014-05-31;13.0;195.1;1.105882669181087
2014-06-30;13.0;424.83;3.2396306752894124
2014-07-31;13.0;260.48;1.7131365961360445
2014-08-31;13.0;112.58;0.3394312459274459
2014-09-30;13.0;28.5;-0.4415095643872191
2014-10-31;13.0;9.77;-0.6154750898057928
2014-11-30;13.0;4.63;-0.6632157625581403
2014-12-31;13.0;1.58;-0.6915443718761675
2015-01-31;13.0;0.42;-0.7023185314856467
2015-02-28;13.0;0.36;-0.7028758156033784
2015-03-31;13.0;1.26;-0.6945165538374031
2015-04-30;13.0;33.63;-0.39386177232116015
2015-05-31;13.0;294.1;2.025401463438364
2015-06-30;13.0;182.93;0.9928468739678442
2015-07-31;13.0;145.94;0.6492812153862616
2015-08-31;13.0;112.74;0.3409173369080637
2015-09-30;13.0;27.73;-0.44866137723144234
2015-10-31;13.0;13.52;-0.5806448324475626
2015-11-30;13.0;2.5;-0.682999348737615
2015-12-31;13.0;0.68;-0.6999036336421427
2016-01-31;13.0;0.06;-0.7056622361920367
2016-02-29;13.0;0.17;-0.704640548642862
2016-03-31;13.0;1.29;-0.6942379117785372
2016-04-30;13.0;36.73;-0.36506875957168994
2016-05-31;13.0;350.16;2.5460905907723332
2016-06-30;13.0;193.53;1.0913004014337748
2016-07-31;13.0;146.29;0.652532039406363
2016-08-31;13.0;163.1;0.8086644730575229
2016-09-30;13.0;69.8;-0.05791233001524404
2016-10-31;13.0;8.68;-0.6255990846112518
2016-11-30;13.0;3.03;-0.6780766723643185
2016-12-31;13.0;1.55;-0.6918230139350333
2017-01-31;13.0;0.19;-0.7044547872702849
2017-02-28;13.0;0.07;-0.7055693555057483
2017-03-31;13.0;1.19;-0.6951667186414234
2017-04-30;13.0;2.0;-0.6876433830520458
2017-05-31;13.0;76.35;0.0029245195037979816
2017-06-30;13.0;591.07;4.783679204151329
2017-07-31;13.0;399.65;3.005757107214683
2017-08-31;13.0;179.1;0.957273571119305
2017-09-30;13.0;72.07;-0.03682841422772874
2017-10-31;13.0;20.23;-0.5183218919479027
2017-11-30;13.0;4.43;-0.6650733762839126
2017-12-31;13.0;0.16;-0.7047334293291507
2018-01-31;13.0;0.13;-0.7050120713880166
2018-02-28;13.0;0.07;-0.7055693555057483
2018-03-31;13.0;2.65;-0.6816061384432858
2018-04-30;13.0;6.23;-0.648354852751962
2018-05-31;13.0;278.0;1.8758635585136958
2018-06-30;13.0;120.63;0.41420019838978
2018-07-31;13.0;172.87;0.8994089035614986
2018-08-31;13.0;116.55;0.37630487838402554
2018-09-30;13.0;41.47;-0.32104331427088695
2018-10-31;13.0;11.81;-0.5965274298029155
2018-11-30;13.0;6.63;-0.6446396253004175
2018-12-31;13.0;1.39;-0.6933091049156511
2019-01-31;13.0;7.87;-0.6331224202006294
2019-02-28;13.0;3.46;-0.6740828028539081
2019-03-31;13.0;6.45;-0.6463114776536125
2019-04-30;13.0;43.13;-0.30562512034697703
2019-05-31;13.0;187.65;1.0366865578960698
2019-06-30;13.0;234.7;1.4736901868839978
2019-07-31;13.0;133.84;0.5368955849770389
2019-08-31;13.0;82.03;0.05568074931573069
2019-09-30;13.0;59.5;-0.15357943689251624
2019-10-31;13.0;41.94;-0.31667792201532213
2019-11-30;13.0;7.77;-0.6340512270635156
2019-12-31;13.0;3.19;-0.6765905813837007
2020-01-31;13.0;2.48;-0.6831851101101922
2020-02-29;13.0;2.07;-0.6869932182480255
2020-03-31;13.0;5.16;-0.6582930861848437
2020-04-30;13.0;20.8;-0.5130276928294517
2020-05-31;13.0;94.65;0.17289617541196137
2020-06-30;13.0;400.47;3.0133733234903497
2020-07-31;13.0;162.26;0.8008624954092792
2020-08-31;13.0;95.26;0.17856189727556682
2020-09-30;13.0;23.43;-0.4886000723355463
2020-10-31;13.0;17.06;-0.5477650695013933
2020-11-30;13.0;8.3;-0.629128550690219
2020-12-31;13.0;7.84;-0.6334010622594952
2021-01-31;13.0;8.71;-0.625320442552386
2021-02-28;13.0;3.96;-0.6694387685394775
2021-03-31;13.0;7.39;-0.6375806931424829
2021-04-30;13.0;30.4;-0.4238622339923825
2021-05-31;13.0;134.32;0.5413538579188922
2021-06-30;13.0;262.3;1.7300408810405723
2021-07-31;13.0;72.42;-0.033577590207627184
2021-08-31;13.0;63.84;-0.11326921904325782
2021-09-30;13.0;39.27;-0.341477065254382
2021-10-31;13.0;28.74;-0.4392804279162924
2021-11-30;13.0;48.77;-0.25324041328019886
2021-12-31;13.0;29.26;-0.4344506322292844
2022-01-31;13.0;16.39;-0.5539880754827304
2022-02-28;13.0;11.86;-0.5960630263714725
2022-03-31;13.0;12.65;-0.588725452154672
2022-04-30;13.0;47.53;-0.26475761837998696
2022-05-31;13.0;175.1;0.9201212966038594
2022-06-30;13.0;321.53;2.2801731859280316
2022-07-31;13.0;132.68;0.5261214253675598
2022-08-31;13.0;101.65;0.23791265581399104
2022-09-30;13.0;76.2;0.0015313092094688535
2022-10-31;13.0;33.0;-0.3997132555573429
2022-11-30;13.0;26.3;-0.46194331537071415
2022-12-31;13.0;27.52;-0.4506118716435033
2023-01-31;13.0;2.71;-0.6810488543255542
2023-02-28;13.0;2.57;-0.6823491839335948
2023-03-31;13.0;5.52;-0.6549493814784537
2023-04-30;13.0;19.07;-0.5290960515573819
2023-05-31;13.0;281.58;1.9091148442050194
2023-06-30;13.0;205.33;1.200899611254339
2023-07-31;13.0;140.84;0.6019120653790686
2023-08-31;13.0;143.19;0.6237390266568927
2023-09-30;13.0;45.3;-0.2854700114223479
2023-10-31;13.0;49.29;-0.24841061759319097
2023-11-30;13.0;21.8;-0.5037396242005904
2023-12-31;13.0;7.35;-0.6379522158876374
2024-01-31;13.0;3.48;-0.6738970414813308
2024-02-29;13.0;1.55;-0.6918230139350333
2024-03-31;13.0;7.19;-0.6394383068682552
2024-04-30;13.0;13.47;-0.5811092358790056
2024-05-31;13.0;208.61;1.2313644763570046
2024-06-30;13.0;372.6;2.7545148508039827
2024-07-31;13.0;160.13;0.7810789092298046
2024-08-31;13.0;110.4;0.31918325631652816
