Dato;PO;BKD;ILA;PD;SIMFP
2014-04-30;12.0;0;0;338;0
2014-05-31;12.0;0;0;338;0
2014-06-30;12.0;0;0;338;0
2014-07-31;12.0;0;0;338;0
2014-08-31;12.0;0;0;338;0
2014-09-30;12.0;0;0;338;0
2014-10-31;12.0;0;0;338;0
2014-11-30;12.0;0;0;338;0
2014-12-31;12.0;0;0;338;0
2015-01-31;12.0;0;0;338;0
2015-02-28;12.0;0;0;338;0
2015-03-31;12.0;0;0;338;0
2015-09-30;12.0;0;18;0;0
2015-10-31;12.0;0;18;0;0
2015-11-30;12.0;0;18;0;0
2015-12-31;12.0;0;18;0;0
2016-01-31;12.0;0;18;0;0
2016-12-31;12.0;0;36;0;0
2017-01-31;12.0;0;36;0;0
2017-02-28;12.0;0;36;0;0
2017-03-31;12.0;0;36;0;0
2017-04-30;12.0;0;36;0;0
2017-05-31;12.0;0;36;0;0
2017-06-30;12.0;0;56;0;0
2017-07-31;12.0;0;56;0;0
2017-08-31;12.0;0;56;0;0
2017-09-30;12.0;0;56;0;0
2017-10-31;12.0;0;20;0;0
2017-11-30;12.0;0;32;0;0
2017-12-31;12.0;0;32;0;0
2018-01-31;12.0;0;32;0;0
2019-12-31;12.0;0;10;0;0
2020-01-31;12.0;0;32;0;0
2020-02-29;12.0;0;32;0;0
2020-03-31;12.0;0;29;0;0
2020-04-30;12.0;0;19;0;0
2020-06-30;12.0;0;25;0;0
2020-07-31;12.0;0;237;0;0
2020-08-31;12.0;0;275;0;0
2020-09-30;12.0;0;275;0;0
2020-10-31;12.0;0;361;0;0
2020-11-30;12.0;0;361;0;0
2020-12-31;12.0;0;361;0;0
2021-01-31;12.0;0;336;0;0
2021-02-28;12.0;0;336;0;0
2021-03-31;12.0;0;336;0;0
2021-04-30;12.0;0;336;0;0
2021-05-31;12.0;0;333;0;0
2021-06-30;12.0;0;368;0;0
2021-07-31;12.0;0;368;0;0
2021-08-31;12.0;0;156;0;0
2021-09-30;12.0;0;191;0;0
2021-10-31;12.0;0;191;0;0
2021-11-30;12.0;0;191;0;0
2021-12-31;12.0;0;86;0;0
2022-01-31;12.0;0;86;0;0
2022-02-28;12.0;0;86;0;0
2022-03-31;12.0;0;86;0;0
2022-04-30;12.0;0;86;0;0
2022-05-31;12.0;0;86;0;0
2023-01-31;12.0;0;23;0;0
2023-02-28;12.0;0;23;0;0
2023-03-31;12.0;0;23;0;0
2023-04-30;12.0;0;23;0;0
2023-05-31;12.0;0;23;0;0
2023-06-30;12.0;0;39;0;0
2023-07-31;12.0;0;16;0;0
2023-08-31;12.0;0;16;0;0
2023-09-30;12.0;0;16;0;0
2024-05-31;12.0;0;48;0;0
2024-06-30;12.0;0;48;0;0
2024-07-31;12.0;0;48;0;0
2024-08-31;12.0;0;48;0;0
2024-09-30;12.0;0;48;0;0
2024-10-31;12.0;0;48;0;0
2024-11-30;12.0;0;48;0;0
2024-12-31;12.0;0;48;0;0
2025-01-31;12.0;0;48;0;0
2025-02-28;12.0;0;66;0;0
2025-03-31;12.0;0;66;0;0
2025-04-30;12.0;0;66;0;0
