Dato;index;PO;BEHFISK_STK;BIOMASSE_KG;FORFORBRUK_KG;DØDFISK_STK;% Dødfisk;Tetthet;% FORFORBRUK
2024-04-30;494;6.0;73348467;130236801.96000001;20879666;849339;1.1579505812984476;10581.475622359441;16.03207824959709
2024-05-31;495;6.0;74027222;131186494.284;24785381;502615;0.6789596940433615;10658.636194670133;18.89324136244025
2024-06-30;496;6.0;74998950;132917142.134;27618236;438299;0.5844068483625438;10799.24781719207;20.778535828100157
2024-07-31;497;6.0;73165026;134255979.32299998;32673442;652460;0.8917648713744734;10908.025619353264;24.33667547975092
2024-09-30;498;6.0;74492293;132033036.134;33923742;1458610;1.958068333324093;10727.416000487488;25.693374168545873
2024-10-31;499;6.0;74478850;138574519.19599998;32511586;1061687;1.4254879069695625;11258.898212219692;23.461446006545813
2024-11-30;500;6.0;69239614;136504790.653;26283621;1073222;1.5500115295270134;11090.736972131946;19.254724229286495
2024-12-31;501;6.0;73261775;135106043.60999998;24321235;790478;1.078977406703564;10977.091616022099;18.00158923327383
2025-01-31;502;6.0;78033388;138826972.861;22701596;937461;1.2013588337340932;11279.409559717256;16.35243896208116
2025-02-28;503;6.0;74146742;141358757.079;21437112;788382;1.0632726114924915;11485.111884871629;15.165039961422142
2017-10-31;504;7.0;33613642;62271079.161;16739116;229388;0.6824253081531599;11506.112187915742;26.88104369722182
2017-11-30;505;7.0;30841351;61689182.003000006;14071175;214990;0.6970836005206127;11398.592387841834;22.80979345668047
2017-12-31;506;7.0;28137502;58191792.138;10753779;217772;0.7739564087814191;10752.363661862528;18.479889697326648
2018-01-31;507;7.0;26178801;55912393.532;8478010;132439;0.5059017026792022;10331.188753141167;15.16302462556505
2018-02-28;508;7.0;24280167;51916136.931;6325176;131485;0.5415325191132334;9592.782138026609;12.183448873336973
2018-03-31;509;7.0;22584309;49202461.07;5927471;98064;0.43421297503501216;9091.363834072432;12.047102667419479
2018-04-30;510;7.0;22601569;46944234.845;5245804;92210;0.40798052559979353;8674.101043052477;11.174543620362634
2018-05-31;511;7.0;28616831;46350117.299;7672009;233798;0.816994725935936;8564.323225979306;16.552296837802228
2018-06-30;512;7.0;27150114;48300362.553;9620969;117218;0.4317403602798868;8924.678963968958;19.919040958425327
2018-07-31;513;7.0;29445908;49748533.335;11391405;129934;0.4412633497326691;9192.264104767184;22.89797153072191
2018-08-31;514;7.0;33588556;54597774.588;13485985;212133;0.6315633217456565;10088.280596452329;24.700612986090597
2018-09-30;515;7.0;36583453;53939699.325;13804721;277949;0.7597669908305266;9966.685019401331;25.592877180911128
2018-10-31;516;7.0;36588436;55126397.779;15122580;249346;0.6814885446319706;10185.956721914265;27.432556106107185
2018-11-30;517;7.0;35268683;60836065.701000005;14451551;228867;0.6489241461043498;11240.95818569845;23.75490727988094
2018-12-31;518;7.0;33458955;62896710.347;12053752;185690;0.5549784803500288;11621.7129244272;19.16436000150035
2019-01-31;519;7.0;31588342;63219421.47;10108237;258583;0.8186026351113965;11681.341735033258;15.9891323978609
2019-02-28;520;7.0;30474293;65904735.003;9526959;127424;0.4181360335414508;12177.5194018847;14.455651782176698
2019-03-31;521;7.0;27797441;62991964.212;9057928;101338;0.36455873761904917;11639.31341685144;14.379497628483954
2019-04-30;522;7.0;29376539;64329446.395;9131880;120033;0.40860157147851894;11886.446118810052;14.195489797825733
2019-05-31;523;7.0;33995641;64975266.335;11643902;270801;0.7965756550964872;12005.77722376201;17.920514461558767
2019-06-30;524;7.0;31759858;64158659.066999994;12155283;113160;0.35629882224284504;11854.88896286031;18.945662482294722
2019-07-31;525;7.0;33545468;64456743.828;14200309;201783;0.6015208969509682;11909.96744789357;22.030757616135407
2019-08-31;526;7.0;35813368;66663498.025000006;17504102;256314;0.7156936482488885;12317.719516814488;26.257401004423215
2019-09-30;527;7.0;33508969;63632646.942;16363901;247167;0.7376144577888982;11757.69529600887;25.716203531365583
2019-10-31;528;7.0;30155195;58387325.620000005;14988966;161273;0.5348100053738668;10788.493277900961;25.671609104948757
2019-11-30;529;7.0;28068309;56199493.512;11762739;145356;0.5178651838270699;10384.237529933482;20.930329198586744
2019-12-31;530;7.0;26846926;58141111.04;9796165;140806;0.5244771785045335;10742.999083518107;16.848947026933182
2020-01-31;531;7.0;26596091;59380761.874;8596241;219248;0.8243617454910949;10972.05503954176;14.4764747516045
2020-03-31;532;7.0;22130659;48466327.687;7915618;227883;1.0297162863518885;8955.345101071693;16.332200886190076
2020-04-30;533;7.0;24669764;48997207.128;6298116;277958;1.1267152778599747;9053.438124168515;12.854030605350303
2020-05-31;534;7.0;26850438;49635964.159;8234492;322387;1.2006768753641932;9171.464183111604;16.589769413206653
2020-06-30;535;7.0;27307747;53540905.5;9705939;188761;0.6912360803694279;9892.998059866963;18.128081528243857
2020-07-31;536;7.0;28225481;50181419.672000006;11939919;167224;0.5924575740622453;9272.250493717665;23.793505799641974
2020-08-31;537;7.0;31725581;47882451.182000004;13039232;234578;0.73939701845019;8847.459567997044;27.23175543047745
2020-09-30;538;7.0;32628237;48310430.643999994;13354815;172735;0.5294034121426787;8926.539291204728;27.643750680700315
2020-10-31;539;7.0;31922445;47897078.149000004;13263534;162794;0.5099672033266875;8850.162259608278;27.691739272152066
2020-11-30;540;7.0;31312378;48806780.109;11239577;104437;0.3335326368377387;9018.252052660753;23.028720548453915
2020-12-31;541;7.0;31991815;51897276.71;10469139;169675;0.530370033710185;9589.297248706578;20.172809950127345
2021-01-31;542;7.0;31720481;51966766.042;9191616;164976;0.5200929960677456;9602.137110495196;17.687488947400063
2021-02-28;543;7.0;31595394;58835097.27900001;8294839;162883;0.515527674698407;10871.230095898005;14.098453786292412
2021-03-31;544;7.0;30310970;59830359.975;9253600;218356;0.720386051650607;11055.129337583148;15.466395328168842
2021-06-30;545;7.0;34749273;65887648.791;12936693;226731;0.6524769597338052;12174.362304323726;19.63447358857204
2021-07-31;546;7.0;34236077;67325994.855;15917540;299417;0.8745657395267571;12440.132087028825;23.642487622027133
2021-08-31;547;7.0;36064225;70309792.092;17904189;248900;0.6901576285085843;12991.461953436807;25.46471617576747
2021-09-30;548;7.0;35907912;73295216.111;20644859;238368;0.663831414090577;13543.092407797487;28.166720961344787
2021-10-31;549;7.0;34405406;73557859.18200001;19396588;247503;0.7193724149047972;13591.622169623062;26.369157851655427
2021-11-30;550;7.0;30819164;64045550.633;14852563;188773;0.6125182370294016;11833.989400036955;23.190624256023014
2021-12-31;551;7.0;30417708;62098795.83399999;10859219;215114;0.7071998981645823;11474.278609386547;17.487004142605965
2022-01-31;552;7.0;30219408;60344047.05099999;8282641;203368;0.6729714890510098;11150.045648743531;13.72569690760034
2022-03-31;553;7.0;26451885;52487254.03;7234528;274991;1.0395894281258218;9698.310057280118;13.783399672356605
2022-04-30;554;7.0;27434868;49010646.554000005;6544654;311676;1.1360579536960047;9055.921388396158;13.353535323777233
2022-05-31;555;7.0;29633776;48604112.923;8035191;378654;1.2777784376854304;8980.804309497413;16.531915751100275
2022-06-30;556;7.0;29177997;52832864.048;10776036;140775;0.4824697185348261;9762.170001478196;20.396463818826284
2022-07-31;557;7.0;29484613;55656655.203;13628500;134193;0.4551289175815196;10283.934812084257;24.48673918741958
2022-08-31;558;7.0;36237272;58584519.243;15614762;213896;0.5902651833173315;10824.92964578714;26.653392742257143
2022-09-30;559;7.0;38171844;56272849.482999995;15274619;243821;0.6387456681422046;10397.791848300072;27.143852035810728
2022-10-31;560;7.0;37356745;57990095.592;17096793;235290;0.6298460960664534;10715.095268292684;29.482263868450286
2022-11-30;561;7.0;34803647;56298155.141;15741293;152630;0.4385459949067982;10402.467690502588;27.960584073448903
2022-12-31;562;7.0;39320927;61051150.116000004;11662790;204039;0.5189068914880872;11280.700317073171;19.103309237975306
2023-01-31;563;7.0;37858488;62040942.54800001;9819729;391433;1.033937224328663;11463.588793052477;15.827820462918732
2023-02-28;564;7.0;36690744;64321420.459;9184188;246722;0.6724366232529927;11884.963129896527;14.278583921905486
2023-03-31;565;7.0;35368639;67411771.461;10024621;326220;0.922342530624376;12455.981422949002;14.87072774196356
2023-04-30;566;7.0;36169595;65776875.597;9122983;253997;0.7022389938289328;12153.894234478936;13.869590060638403
2023-05-31;567;7.0;37525895;70251490.739;12729954;310217;0.8266744870442131;12980.689345713228;18.120546434088677
2023-06-30;568;7.0;39383681;73339876.157;14000143;255517;0.6487890250786867;13551.344448817445;19.089400928397588
2023-07-31;569;7.0;38668472;75340764.64299999;19183333;276529;0.7151278178253333;13921.057768477456;25.46208960169128
2023-08-31;570;7.0;40064651;79616925.787;21252304;473128;1.1809113225521422;14711.183626570584;26.693198449857903
2023-09-30;571;7.0;39798827;78291880.275;21308917;514251;1.292126021704107;14466.348905210643;27.21727582113559
2023-10-31;572;7.0;36346059;74165640.42;17541820;361984;0.9959374137372088;13703.924689578715;23.65221941138872
2023-11-30;573;7.0;36678890;72854859.998;13677108;221952;0.6051219107230345;13461.725794161122;18.77308940045381
2023-12-31;574;7.0;40343628;74883819.169;9932749;337061;0.8354751833424598;13836.62586271249;13.264212629945437
2024-01-31;575;7.0;37736225;71040240.894;8680125;395827;1.048931100023916;13126.430320399111;12.218602992846998
2024-03-31;576;7.0;30986915;54127810.202999994;6908536;368925;1.1905831864837142;10001.443126940132;12.763376116806402
2024-04-30;577;7.0;32123039;50324465.96599999;6566207;267597;0.8330376213782263;9298.681811899482;13.047743029079003
2024-05-31;578;7.0;35399221;54081108.744;9223021;232304;0.6562404296975913;9992.813884700665;17.05405309580167
2024-06-30;579;7.0;36022923;57585984.057;11725462;175639;0.48757564731768155;10640.425731152993;20.36165951144267
2024-07-31;580;7.0;36863386;65461195.516;16551791;157000;0.4258968506040113;12095.564581670362;25.284889573937612
2024-08-31;581;7.0;41849984;70536698.926;17662727;209652;0.500960765002921;13033.388567257945;25.040478600409067
2024-09-30;582;7.0;45185578;72635290.60100001;19272757;248508;0.5499719401619694;13421.154952143386;26.533599357189964
2024-10-31;583;7.0;43610442;74776624.461;19855989;261382;0.5993564568779193;13816.81900609756;26.55373807406345
2024-11-30;584;7.0;44546430;76132155.352;16502594;290723;0.6526291781406501;14067.286650406504;21.676246946772505
2024-12-31;585;7.0;45446137;77816809.074;15633498;500775;1.1019088377082522;14378.567825942351;20.090129865301087
2025-01-31;586;7.0;43329328;79094403.182;12630691;468241;1.0806560397151785;14614.63473429416;15.969133708406874
2017-10-31;587;8.0;44663003;79372281.567;22819290;227470;0.5093029682755547;6056.178968945521;28.74969642990255
2017-11-30;588;8.0;44037641;81928150.21200001;17614949;224788;0.5104451439621845;6251.194125743935;21.50048421015118
2017-12-31;589;8.0;40989531;81395674.488;13902133;290751;0.7093299018229802;6210.565732336335;17.079695066658072
2018-01-31;590;8.0;39807196;81827351.42699999;12246482;379350;0.9529684029992969;6243.5030846177315;14.9662451325036
2018-02-28;591;8.0;39372333;82708783.918;10074329;332972;0.8457004567141093;6310.757204181291;12.180482559129386
2018-03-31;592;8.0;38101405;83991693.08500001;11308446;364351;0.9562665733717693;6408.644367846789;13.463767171065117
2018-04-30;593;8.0;37211993;84777277.977;10148422;341125;0.9167071486872526;6468.585226384862;11.97068629963946
2018-05-31;594;8.0;41243038;81264866.93699999;12572503;363731;0.8819209680916328;6200.584994430032;15.471018994895719
2018-06-30;595;8.0;42245805;80769387.156;14698350;212077;0.5020072407189305;6162.779425911796;18.19792190772878
2018-07-31;596;8.0;41439004;78530768.521;19575674;206038;0.49720789621294953;5991.97074019533;24.927393897546345
2018-08-31;597;8.0;42365946;70532710.324;19154671;381838;0.9012851973138992;5381.711454600946;27.157145829234192
2018-09-30;598;8.0;43346250;69552731.021;19041613;265818;0.6132433601522623;5306.938121547383;27.377232670059758
2018-10-31;599;8.0;45120140;76274537.458;18337127;397469;0.8809126035513188;5819.81820982756;24.040954702737068
2018-11-30;600;8.0;45154107;80924813.492;18104092;323038;0.7154122215283761;6174.63860003052;22.37149672490715
2018-12-31;601;8.0;46381513;83940281.692;14620058;384898;0.829852187012528;6404.721630703495;17.41721341089254
2019-01-31;602;8.0;43387657;82250525.935;12017045;506801;1.1680764416479092;6275.791693499161;14.61029563445794
2019-02-28;603;8.0;40864429;79220004.477;9882348;352461;0.8625129694091651;6044.5600852281395;12.474561274316956
2019-03-31;604;8.0;38090339;75372667.081;10260015;312682;0.8208958182283439;5751.004660537159;13.612381513545182
2019-04-30;605;8.0;38689248;71775355.399;9812697;461927;1.1939415312491988;5476.526430566153;13.671401479590184
2019-05-31;606;8.0;46157726;74388919.333;12936241;362519;0.7853918106797549;5675.943791622158;17.390010657489544
2019-06-30;607;8.0;45277545;75227105.145;15950771;181091;0.39995763904602155;5739.898149320921;21.20348904727218
2019-07-31;608;8.0;42217367;78569413.527;21270288;128161;0.3035741191533806;5994.919390126659;27.071969924645767
2019-08-31;609;8.0;46188837;86598620.39799999;25850729;192590;0.4169622196809155;6607.555348542651;29.851201879651455
2019-09-30;610;8.0;48781937;90979224.809;24171798;265498;0.5442547310083239;6941.799542881123;26.568480936989513
2019-10-31;611;8.0;49666076;90745364.08;22903246;403039;0.8114975702932521;6923.955751564169;25.239025962592184
2019-11-30;612;8.0;46514603;89869515.052;18381921;491935;1.0575926016180337;6857.127655424996;20.454011562612653
2019-12-31;613;8.0;46062993;89864054.602;14927644;384807;0.8353929585079285;6856.711018007019;16.611362647849827
2020-01-31;614;8.0;44460785;90867466.779;13156808;378889;0.8521869328218113;6933.272301159774;14.479118287735314
2020-02-29;615;8.0;41797446;90526046.363;11711950;307961;0.7367938222828256;6907.221605600489;12.937657691396687
2020-03-31;616;8.0;39291153;87203848.119;11651912;206369;0.5252301962225441;6653.734787044102;13.36169475468512
2020-04-30;617;8.0;41224452;84805246.72600001;11207309;271623;0.6588880793369916;6470.71926796887;13.21534861658979
2020-05-31;618;8.0;45807046;83215137.647;12867596;316283;0.690468012279159;6349.392465054174;15.463047185699022
2020-06-30;619;8.0;44108352;78807866.14900002;15795122;185785;0.4212014087490732;6013.1135471539765;20.042570331921645
2020-07-31;620;8.0;45280218;81806255.821;19630810;212071;0.46835242710183067;6241.893470242637;23.99671003517642
2020-08-31;621;8.0;45907398;91340079.789;24866842;256411;0.5585396061872206;6969.333113764688;27.22445837297669
2020-09-30;622;8.0;47051390;95213477.891;26050808;424037;0.901220984119704;7264.876994582634;27.36042058018599
2020-10-31;623;8.0;49874778;95804145.254;23678159;398137;0.7982732274016336;7309.945464214863;24.715171704964817
2020-11-30;624;8.0;46883924;94081063.868;20662678;265000;0.5652257264131731;7178.4727504959565;21.962632171114343
2020-12-31;625;8.0;45887062;90237109.06099999;16568215;300119;0.6540383866807599;6885.175420494429;18.360755538832635
2021-01-31;626;8.0;43371912;89148485.664;14538595;224811;0.5183331553379524;6802.112441934992;16.30829160104397
2021-02-28;627;8.0;41040338;82944905.064;10911889;198586;0.48388003042275135;6328.773467419503;13.155586821855334
2021-03-31;628;8.0;38747030;80598348.796;10938503;302896;0.7817270123671415;6149.729039829086;13.571621706154438
2021-04-30;629;8.0;43723718;81592534.326;10649770;390640;0.8934281389336561;6225.58632122692;13.052382902397946
2021-05-31;630;8.0;49243758;78589503.456;12613200;382123;0.7759826128623246;5996.452270410499;16.049471551963386
2021-06-30;631;8.0;46721929;78417686.38;16170692;211456;0.45258405319694744;5983.342467572104;20.621230677017586
2021-07-31;632;8.0;46224077;84102697.82100001;21894436;207495;0.4488894391552697;6417.114132534718;26.03297702363725
2021-08-31;633;8.0;45041635;90198958.835;26647933;231776;0.5145816753765711;6882.264522737677;29.543503987387243
2021-09-30;634;8.0;47995653;96240561.196;28644660;240349;0.5007724345369361;7343.244406836563;29.76360449692655
2021-10-31;635;8.0;46544822;98339436.992;26078635;345389;0.742056764122978;7503.3905838547225;26.5189996990948
2021-11-30;636;8.0;47219285;96696908.94299999;20232529;275416;0.5832701617570024;7378.064164733709;20.923656424143285
2021-12-31;637;8.0;46794527;95282850.703;15431610;311297;0.665242326308801;7270.170204715397;16.195579672674647
2022-01-31;638;8.0;43959404;92260371.243;12926914;362191;0.8239215436132846;7039.552208377842;14.01133967470437
2022-03-31;639;8.0;37723968;80990929.978;10831386;518761;1.3751496131053869;6179.683349458263;13.373578995749508
2022-04-30;640;8.0;38608056;80354838.219;10207571;367793;0.9526327873125753;6131.148956126965;12.703119346939843
2022-05-31;641;8.0;47406881;79348039.15100001;12582170;319609;0.6741827204367231;6054.329250038151;15.85693879095868
2022-06-30;642;8.0;46855898;77677389.381;15252807;317818;0.678288142081921;5926.857117427133;19.636096322942155
2022-07-31;643;8.0;45853800;80725702.957;21185696;237627;0.5182274969577221;6159.446280863726;26.244052667196893
2022-08-31;644;8.0;48794442;84353849.901;25857601;309340;0.6339656471530097;6436.277270028994;30.65372953379981
2022-09-30;645;8.0;49148431;88265412.257;25569979;333325;0.6782006937311996;6734.7331189531515;28.96942114261993
2022-10-31;646;8.0;46621529;86921544.499;25475379;491353;1.053918673495243;6632.194758049748;29.30847483996685
2022-11-30;647;8.0;47238532;86149783.134;20534351;487629;1.0322695887331976;6573.3086474897;23.835638643524202
2022-12-31;648;8.0;45395599;84069957.487;15746696;469075;1.033305012673145;6414.616014573478;18.73046742343715
2023-01-31;649;8.0;42582614;82910406.533;12397192;504098;1.183811778206007;6326.141197390509;14.95251623819462
2023-02-28;650;8.0;40365667;82282098.17999999;10651173;417200;1.0335516071120538;6278.200685182359;12.94470271856648
2023-03-31;651;8.0;37441157;78167172.87799999;10942541;345179;0.9219239672534691;5964.22805417366;13.998895696379673
2023-04-30;652;8.0;44103048;80163607.778;10752112;263376;0.5971832150920725;6116.557895467725;13.412709704603385
2023-05-31;653;8.0;50635403;81246492.53899999;12720919;410876;0.8114401696378324;6199.18301075843;15.65719159370935
2023-06-30;654;8.0;50225661;80015619.628;15637597;348221;0.6933129262350574;6105.2662618647955;19.543180534876353
2023-07-31;655;8.0;49377108;83227563.757;21032850;251949;0.5102546710512086;6350.340588814283;25.271495464422983
2023-08-31;656;8.0;52579494;85983968.623;25136305;274998;0.5230137817606233;6560.656845948421;29.233711123769
2023-09-30;657;8.0;53704328;92218217.363;27847981;326668;0.6082712737789029;7036.335828094003;30.19791728393703
2023-10-31;658;8.0;50642658;95073571.67300001;25436135;409317;0.8082454913800141;7254.202019914544;26.75415949185763
2024-01-31;659;8.0;46264186;87497186.52700001;11021542;374233;0.8089043218008849;6676.116780634825;12.59645302606268
2024-04-30;660;8.0;43003430;82811417.388;11458419;247092;0.5745867248263685;6318.588233480848;13.83676232265578
2024-05-31;661;8.0;47423389;80812162.192;13000317;329456;0.6947120544252963;6166.043200976652;16.087079775334814
2024-06-30;662;8.0;49452184;84218503.219;17192581;186671;0.3774777672104431;6425.9501922020445;20.41425618227004
2024-07-31;663;8.0;46085389;84828737.143;23252328;175330;0.3804459586963669;6472.511608652526;27.41090906587752
2024-08-31;664;8.0;46770104;84693275.241;24309559;292690;0.6258057497584354;6462.17573943232;28.703056920193053
2024-09-30;665;8.0;48540382;81953943.862;23088341;456304;0.9400502863780512;6253.162205249504;28.17233669544668
2024-10-31;666;8.0;47086184;80968801.243;23394373;235871;0.5009346265987492;6177.994906378758;28.89307071471867
2024-11-30;667;8.0;48066833;83703589.581;20224229;327275;0.6808748976659228;6386.661802304288;24.161722455676774
2024-12-31;668;8.0;49761402;86124558.57;15846470;329583;0.6623265960231587;6571.383989775674;18.399478921126043
2025-01-31;669;8.0;46812494;85938902.674;14083395;323293;0.6906126385831953;6557.218272089119;16.387683065286332
2025-02-28;670;8.0;44500150;85537623.27000001;11775501;262337;0.5895193611706927;6526.600280024417;13.76645802143761
2017-10-31;671;9.0;30821522;46496704.105;12936782;162207;0.5262783583497271;2777.5808903823176;27.823008639033514
2017-11-30;672;9.0;31248597;49557539.3;10856457;211055;0.6754063230422793;2960.4264814814815;21.90677171091907
2017-12-31;673;9.0;31946001;50266401.911;8860146;281976;0.8826644687076797;3002.7719182198325;17.626377984418852
2018-02-28;674;9.0;28281672;45215839.761;5346602;290402;1.026820479354969;2701.065696594982;11.824621699521332
2018-03-31;675;9.0;27697571;46926270.942999996;5111333;222891;0.8047312163221823;2803.2419918160094;10.892263325608358
2018-04-30;676;9.0;30185692;47037367.98600001;4699821;239116;0.7921501352362569;2809.878613261649;9.991675132415644
2018-05-31;677;9.0;35584048;45645889.954;6597461;393582;1.106063031389796;2726.7556722819595;14.453570752259715
2018-06-30;678;9.0;35136802;46750160.77200001;8054567;189652;0.5397531625103502;2792.7216709677423;17.22896107091916
2018-07-31;679;9.0;35666670;52819868.261999995;12910226;198996;0.5579326581371348;3155.3087372759855;24.441988260860462
2018-08-31;680;9.0;38963653;58726485.163;17437268;124732;0.3201239883744987;3508.1532355436084;29.692340605097485
2018-09-30;681;9.0;38138651;59475968.774000004;15459181;181948;0.47706983658126767;3552.925255316607;25.99231474268646
2018-10-31;682;9.0;40220595;66187203.165;16210646;163512;0.406537993781544;3953.835314516129;24.492115129246375
2018-11-30;683;9.0;38531722;69627670.464;15253489;127687;0.33138150430961794;4159.359048028674;21.90722294505975
2018-12-31;684;9.0;37706393;72800132.53400001;12651564;98359;0.26085496960687804;4348.872911230586;17.378490340098367
2019-01-31;685;9.0;38578111;76426701.268;10728878;300425;0.778744713550127;4565.513815292712;14.038127803498696
2019-02-28;686;9.0;36606272;75230640.458;8497721;308662;0.8431943028779331;4494.06454348865;11.295558496200938
2019-03-31;687;9.0;34364760;72924403.138;8550192;229742;0.6685395154803933;4356.296483751493;11.724733603674299
2019-04-30;688;9.0;32495489;68814936.647;8101954;201152;0.6190151500720608;4110.808640800478;11.773539866149402
2019-07-31;689;9.0;32885321;62219284.543;14339793;177351;0.5393014104986233;3716.8031387694145;23.047184012682933
2019-08-31;690;9.0;35855928;55898273.171000004;15991400;148382;0.413828363332278;3339.2038931302272;28.60803937731717
2019-09-30;691;9.0;34795365;54788015.622999996;14630192;138550;0.3981852180599341;3272.880264217443;26.70327047555679
2019-10-31;692;9.0;36880981;53489013.291999996;13589322;207096;0.5615251937034972;3195.2815586618876;25.405819183492895
2019-11-30;693;9.0;38736274;57723185.179;11740669;177276;0.45764855959042416;3448.218947371565;20.339606976974856
2019-12-31;694;9.0;38819092;61417239.504;9563069;204804;0.5275857559986206;3668.8912487455195;15.570659113353951
2020-01-31;695;9.0;37771274;61878782.932000004;8386397;302913;0.8019665950372762;3696.462540740741;13.55294432538533
2020-02-29;696;9.0;36194894;61875343.716;7427634;253760;0.7010933641634646;3696.257091756272;12.004190286347177
2020-03-31;697;9.0;34801273;61631538.021;7075269;247562;0.7113590356306794;3681.692832795699;11.479948784645307
2020-04-30;698;9.0;36777377;60248634.596;6555357;197354;0.5366179322685248;3599.082114456392;10.880507158306987
2020-06-30;699;9.0;44320363;63327609.765;11203661;362464;0.817827236658689;3783.0113360215055;17.691589879319995
2020-07-31;700;9.0;42552266;69402921.354;17950065;94008;0.22092360486748228;4145.933175268818;25.863558262112633
2020-08-31;701;9.0;45437131;77105468.64;23397140;115833;0.2549302683745591;4606.061448028674;30.344332785576594
2020-09-30;702;9.0;45313360;77238892.434;21749449;155079;0.3422368149261057;4614.03180609319;28.158675396057404
2020-10-31;703;9.0;45615117;85007575.293;21627708;244560;0.5361380526547811;5078.110829928315;25.442094925604763
2020-11-30;704;9.0;46144029;88852112.396;18335487;200977;0.43554280879981244;5307.772544563919;20.63596070544907
2020-12-31;705;9.0;45462271;88743250.529;14118642;344970;0.7588050319791547;5301.269446176822;15.909538940526225
2021-01-31;706;9.0;43004641;89246113.258;13157596;380874;0.8856578991090751;5331.309035722819;14.743046525693437
2021-02-28;707;9.0;40783957;88884279.102;11154756;335776;0.8233041242172748;5309.694092114695;12.549751331390397
2021-03-31;708;9.0;38458191;88613197.479;11316217;379062;0.985646984799675;5293.500446774194;12.770351733083295
2021-04-30;709;9.0;37941047;84572714.573;10408420;307142;0.809524312810872;5052.133487037037;12.307066235902647
2021-05-31;710;9.0;42904662;77246813.713;10603606;503941;1.1745600046913318;4614.505000776583;13.726916995432656
2021-06-30;711;9.0;43407511;74995003.42300001;13464144;340517;0.7844656193256508;4479.988257048985;17.953388073145575
2021-07-31;712;9.0;42354029;77593491.121;17794643;217338;0.51314598665454;4635.214523357228;22.933164551458148
2021-08-31;713;9.0;44968271;76113198.488;21133282;320435;0.7125802101664083;4546.786050657109;27.76559443015901
2021-09-30;714;9.0;45034528;74690116.451;20969864;249425;0.5538528126685374;4461.775176284349;28.07582180402296
2021-10-31;715;9.0;48246505;81357731.021;19906844;260463;0.5398587939167822;4860.079511409796;24.46828807807049
2021-11-30;716;9.0;46249935;82552418.471;15439910;212953;0.4604395660231739;4931.446742592592;18.703158897063588
2021-12-31;717;9.0;45842200;82095075.944;12479920;276320;0.6027633926818521;4904.126400477898;15.201788726662487
2022-01-31;718;9.0;43611397;81783814.316;10930355;320316;0.7344777329650779;4885.532515890083;13.364936682662904
2022-02-28;719;9.0;40594038;76383672.17400001;9382442;343561;0.8463336414081299;4562.943379569893;12.283308373322303
2022-03-31;720;9.0;38018330;72397584.12099999;8742404;398764;1.0488730041535228;4324.825813679809;12.075546589218487
2022-04-30;721;9.0;43074398;74702922.198;8481456;295009;0.6848824677712269;4462.540155197133;11.353579954369003
2022-05-31;722;9.0;47300862;73832243.267;10197000;372656;0.7878418790761149;4410.528271624851;13.81103911894499
2022-06-30;723;9.0;48504655;75128182.668;13035431;292321;0.6026658678429936;4487.944006451613;17.350920170137822
2022-07-31;724;9.0;49439476;84105380.771;21366560;159900;0.32342575799144796;5024.216294563918;25.40451015634342
2022-08-31;725;9.0;51523780;88439587.93;25446979;265052;0.514426542462529;5283.129505973716;28.773289875729972
2022-09-30;726;9.0;49799884;87593721.384;24426203;302211;0.6068508111384356;5232.599843727598;27.88579205685138
2022-10-31;727;9.0;50272471;93459973.09200001;24064134;235967;0.4693761721002335;5583.033040143369;25.748064335854
2022-11-30;728;9.0;52062170;97354364.262;19499613;287347;0.5519305092354007;5815.672894982078;20.029521170229877
2022-12-31;729;9.0;50199240;98051776.473;16240668;407266;0.8112991352060309;5857.334317383513;16.563359262003893
2023-01-31;730;9.0;46240861;92401568.899;13931330;435854;0.9425732795070576;5519.806983213859;15.076940971887295
2023-02-28;731;9.0;42956892;86952056.873;10672955;418831;0.9750030332734502;5194.268630406213;12.274528497455387
2023-03-31;732;9.0;38920217;76160525.269;9812556;449122;1.1539555393537504;4549.613217980884;12.884044543209125
2023-04-30;733;9.0;39907364;73583641.34;8678454;324193;0.8123638534482006;4395.677499402628;11.793999103551295
2023-06-30;734;9.0;46649511;78560181.447;13399840;371044;0.7953866869043922;4692.961854659498;17.056783415196282
2023-07-31;735;9.0;47202582;84503309.15699999;21067547;253197;0.5364049788632326;5047.987404838709;24.931031944392
2023-08-31;736;9.0;48803919;82888125.687;22691674;304243;0.6233987069767901;4951.500937096775;27.376266276894366
2023-09-30;737;9.0;52406081;85163183.832;23130711;456666;0.8713988744932101;5087.406441577061;27.16045826284462
2023-10-31;738;9.0;50900505;86691255.927;23430874;282792;0.5555779849335484;5178.689123476703;27.02795541424663
2023-11-30;739;9.0;52113594;90333921.373;20956256;233948;0.44891933571113896;5396.2915993428915;23.198656364610823
2023-12-31;740;9.0;52577090;92511616.305;16139695;244272;0.46459779344958047;5526.38090232975;17.446128004930006
2024-01-31;741;9.0;49992073;91235138.20300001;12187477;286738;0.5735669333016056;5450.127730167264;13.358314833570613
2024-02-29;742;9.0;47893669;90069127.60499999;9913748;362871;0.7576596397323413;5380.473572580645;11.006821386654199
2024-03-31;743;9.0;45279192;86320960.41499999;10194217;291758;0.6443533709700473;5156.568722520908;11.809665869088906
2024-04-30;744;9.0;46613522;84921544.602;10113622;223548;0.47957757836878323;5072.971601075269;11.909371228937601
