ÅR;MÅNED_KODE;MÅNED;FYLKE;ARTSID;UTSETTSÅR;BEHFISK_STK;BIOMASSE_KG;UTSETT_SMOLT_STK;UTSETT_SMOLT_STK_MINDRE_ENN_500G;FORFORBRUK_KG;UTTAK_STK;UTTAK_KG;UTTAK_SLØYD_KG;UTTAK_HODEKAPPET_KG;UTTAK_RUNDVEKT_KG;DØDFISK_STK;UTKAST_STK;RØMMING_STK;ANDRE_STK
2007;4;APRIL;Rogaland og Agder;REGNBUEØRRET;2005;8530;25078.2;0;0;2400;0;0;0;0;0;85;0;0;0
2007;4;APRIL;Rogaland og Agder;LAKS;2006;15744467;18551173.9;0;0;2936039;0;0;0;0;0;164982;0;0;6306
2007;4;APRIL;Rogaland og Agder;REGNBUEØRRET;2006;71651;120632.1;0;0;21950;0;0;0;0;0;83;0;0;0
2007;4;APRIL;Rogaland og Agder;LAKS;2007;5803765;2511841.7;4322857;4759602;359018;55111;225318.4;200283;0;0;52848;2579;0;-12358
2007;4;APRIL;Troms og Finnmark;LAKS;2005;4993014;21864985.8;0;0;1548284;1174860;6742604.6;3173917;0;3171948;17860;2026;0;47993
2007;4;APRIL;Troms og Finnmark;REGNBUEØRRET;2005;712030;1966810.4;0;0;160598;30040;100519;0;0;100519;1980;0;0;-4000
2007;4;APRIL;Troms og Finnmark;LAKS;2006;20853898;33366749.1;0;0;3147538;0;0;0;0;0;127050;0;0;1
2007;4;APRIL;Troms og Finnmark;REGNBUEØRRET;2006;1553554;1084271.2;0;0;109637;0;0;0;0;0;5446;0;0;0
2007;4;APRIL;Troms og Finnmark;LAKS;2007;2398582;325574.1;1783840;1847770;75191;0;0;0;0;0;268230;0;0;0
2007;4;APRIL;Troms og Finnmark;REGNBUEØRRET;2007;470314;54523.5;370822;370822;5552;0;0;0;0;0;8508;0;0;0
2007;4;APRIL;Trøndelag;LAKS;2003;285743;38292.5;0;0;4120;0;0;0;0;0;4837;0;0;0
2007;4;APRIL;Trøndelag;LAKS;2005;6007871;30249026.3;0;0;3429997;2176436;11945051.8;9256994;1190;1529427;22152;12528;0;3058
2007;4;APRIL;Trøndelag;REGNBUEØRRET;2005;18714;134718.8;0;0;14065;0;0;0;0;0;39;0;0;0
2007;4;APRIL;Trøndelag;LAKS;2006;34974348;62334665.7;0;0;8700146;221549;842427.9;148775;0;675056;112545;77;0;7109
2007;4;APRIL;Trøndelag;REGNBUEØRRET;2006;179785;176462.1;0;0;36200;0;0;0;0;0;322;0;0;0
2007;4;APRIL;Trøndelag;LAKS;2007;5031777;849003.4;2204310;2337585;151174;0;0;0;0;0;158468;0;0;0
2007;4;APRIL;Uoppgitt;LAKS;2007;672623;111875.4;0;0;22112;0;0;0;0;0;1657;0;0;0
2007;4;APRIL;Vestland;LAKS;2004;5585;54733;0;0;4000;0;0;0;0;0;201;0;0;0
2007;4;APRIL;Vestland;REGNBUEØRRET;2004;177757;241356.6;0;0;52000;0;0;0;0;0;106;0;0;0
2007;4;APRIL;Vestland;LAKS;2005;7857182;38684261.5;0;0;5137917;2128989;11160713.6;7209470;55537;2979750;39095;33273;0;18005
2007;4;APRIL;Vestland;REGNBUEØRRET;2005;925367;4685372.4;0;0;693319;339126;1768920.6;627662;77012;959027;11897;6921;0;993
2007;4;APRIL;Vestland;LAKS;2006;40815655;62621348.7;0;0;9794774;249369;1003930.6;250053;0;722621;255845;2551;0;914
2007;4;APRIL;Vestland;REGNBUEØRRET;2006;9649823;14641222.7;0;0;2511334;102243;374321.4;0;117370;225731;63844;3221;0;0
2007;4;APRIL;Vestland;LAKS;2007;14025436;3534994;12009682;12062682;557293;0;0;0;0;0;179584;0;0;-36688
2007;4;APRIL;Vestland;REGNBUEØRRET;2007;1717159;383888;783501;783501;106738;0;0;0;0;0;16483;0;0;0
2007;5;MAI;Møre og Romsdal;LAKS;2000;74588;24688.6;0;0;6500;0;0;0;0;0;9119;0;0;0
2007;5;MAI;Møre og Romsdal;LAKS;2005;1754601;9187715.8;0;0;1439836;1228858;6717429.7;4116950;53120;2018611;39288;8677;0;14537
2007;5;MAI;Møre og Romsdal;REGNBUEØRRET;2005;12389;80763.9;0;0;6250;0;0;0;0;0;7;0;0;0
2007;5;MAI;Møre og Romsdal;LAKS;2006;19410155;34360599.9;0;0;5509785;56747;300406.5;267028;0;0;162828;371;0;28689
2007;5;MAI;Møre og Romsdal;REGNBUEØRRET;2006;4862561;7185254.6;0;0;2247615;241198;1050069;0;0;1050069;19286;0;0;6876
2007;5;MAI;Møre og Romsdal;LAKS;2007;10843846;1781015.3;5924311;5924311;490506;0;0;0;0;0;224621;0;0;0
2007;5;MAI;Møre og Romsdal;REGNBUEØRRET;2007;843491;222705.2;354767;354767;78475;0;0;0;0;0;8947;0;0;0
2007;5;MAI;Nordland;LAKS;2005;1583443;7479763.9;0;0;907087;2000122;11207735.8;6617923;32806;3721040;10311;4057;0;8560
2007;5;MAI;Nordland;REGNBUEØRRET;2005;1758075;6437675.9;0;0;1037687;78276;353104;0;0;353104;3805;0;0;0
2007;5;MAI;Nordland;LAKS;2006;25554439;49336001.6;0;0;7933131;207775;1141212;875107;26040;123750;73964;1120;0;-47065
2007;5;MAI;Nordland;REGNBUEØRRET;2006;3945042;3360592.2;0;0;648383;21044;71795.6;63256;0;0;10265;0;0;0
2007;5;MAI;Nordland;LAKS;2007;13910167;1897083;10084309;10184736;344074;15475;86327;0;0;86327;232799;0;0;230
2007;5;MAI;Nordland;REGNBUEØRRET;2007;285381;50897.4;100000;100000;16000;0;0;0;0;0;647;0;0;0
2007;5;MAI;Rogaland og Agder;REGNBUEØRRET;2003;2610;16182;0;0;1500;0;0;0;0;0;230;0;0;0
2007;5;MAI;Rogaland og Agder;REGNBUEØRRET;2004;1340;7638;0;0;900;0;0;0;0;0;65;0;0;0
2007;5;MAI;Rogaland og Agder;LAKS;2005;2295699;12685188.7;0;0;1605573;1388684;7376302.1;6072569;0;544662;25375;25682;0;-6408
2007;5;MAI;Rogaland og Agder;REGNBUEØRRET;2005;8500;28475;0;0;4800;0;0;0;0;0;30;0;0;0
2007;5;MAI;Rogaland og Agder;LAKS;2006;14873516;21624971.3;0;0;4462910;0;0;0;0;0;126614;0;12;-5424
2007;5;MAI;Rogaland og Agder;REGNBUEØRRET;2006;71561;159459.2;0;0;37000;0;0;0;0;0;90;0;0;0
2007;5;MAI;Rogaland og Agder;LAKS;2007;8168655;2781472;2841616;2841616;673114;110044;526541.6;468037;0;0;86998;2897;0;-21045
2007;5;MAI;Troms og Finnmark;LAKS;2005;3708173;15103087.7;0;0;1521235;1321609;7201406.3;3762170;0;2968965;14032;3566;0;9267
2007;5;MAI;Troms og Finnmark;REGNBUEØRRET;2005;614895;1815236;0;0;211317;96258;374847.9;232866;0;110545;1811;0;0;2426
2007;5;MAI;Troms og Finnmark;LAKS;2006;20653617;37894376.9;0;0;4853940;0;0;0;0;0;185391;0;0;0
2007;5;MAI;Troms og Finnmark;REGNBUEØRRET;2006;1506859;1241185;0;0;214240;0;0;0;0;0;7038;0;0;37975
2007;5;MAI;Troms og Finnmark;LAKS;2007;10335540;1267301;8455097;8455097;281543;0;0;0;0;0;301605;0;0;1
2007;5;MAI;Troms og Finnmark;REGNBUEØRRET;2007;467264;70565.7;0;0;16267;0;0;0;0;0;10136;0;0;0
2007;5;MAI;Trøndelag;LAKS;2003;282493;45613.7;0;0;8793;0;0;0;0;0;3250;0;0;0
2007;5;MAI;Trøndelag;LAKS;2005;3881164;20905693.5;0;0;2993920;2073011;11124931;8606074;52014;1377248;19251;8433;0;-2024
2007;5;MAI;Trøndelag;REGNBUEØRRET;2005;18670;144920.8;0;0;14738;0;0;0;0;0;39;0;0;0
2007;5;MAI;Trøndelag;LAKS;2006;34474408;71798925.6;0;0;11342364;195431;900360.8;615462;0;207966;136057;152;0;56750
2007;5;MAI;Trøndelag;REGNBUEØRRET;2006;179671;236243.8;0;0;60100;0;0;0;0;0;114;0;0;0
2007;5;MAI;Trøndelag;LAKS;2007;15398253;2386666;10436751;10492139;441417;0;0;0;0;0;125763;0;0;100
2007;5;MAI;Uoppgitt;LAKS;2007;672213;170863.6;0;0;61731;0;0;0;0;0;410;0;0;0
2007;5;MAI;Vestland;LAKS;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2007;5;MAI;Vestland;LAKS;2004;5414;54140;0;0;3500;0;0;0;0;0;158;0;0;0
2007;5;MAI;Vestland;LAKS;2005;5199267;29586556.2;0;0;3627303;2812017;15168827.4;9303254;76773;4605472;72838;52618;0;61036
2007;5;MAI;Vestland;REGNBUEØRRET;2005;721336;3821739.8;0;0;499342;312110;1576543.8;207829;119616;1189224;17841;4140;0;-9478
2007;5;MAI;Vestland;LAKS;2006;39091056;71691936.3;0;0;12447467;596859;2753440.3;149426;0;2585336;632169;80738;0;-869
2007;5;MAI;Vestland;REGNBUEØRRET;2006;11460043;20394741;0;0;4071873;280007;1312779;0;0;1312779;57132;8422;0;-13268
2007;5;MAI;Vestland;LAKS;2007;26662339;4319828.8;13114069;13367894;1255706;0;0;0;0;0;416816;0;0;-10890
2007;5;MAI;Vestland;REGNBUEØRRET;2007;3290349;1558683.4;1030209;1030209;383090;0;0;0;0;0;31532;0;0;0
2007;6;JUNI;Møre og Romsdal;LAKS;2000;74272;33942.3;0;0;9000;0;0;0;0;0;316;0;0;0
2007;6;JUNI;Møre og Romsdal;LAKS;2005;726218;4139191.4;0;0;547687;587785;3246605.8;1615922;3126;1424736;33286;3646;0;1562
2007;6;JUNI;Møre og Romsdal;REGNBUEØRRET;2005;12509;86687.1;0;0;8550;801;454;400;0;0;34;0;0;0
2007;6;JUNI;Møre og Romsdal;LAKS;2006;19033777;40504116.1;0;0;7688776;164113;836543.6;542709;173;225777;237516;1181;0;1352
2007;6;JUNI;Møre og Romsdal;REGNBUEØRRET;2006;4525201;8246837.9;0;0;3153437;389081;1511946;0;0;1511946;15326;84;0;-17635
2007;6;JUNI;Møre og Romsdal;LAKS;2007;12184290;2570732.1;1552211;2353975;878124;0;0;0;0;0;220810;0;0;0
2007;6;JUNI;Møre og Romsdal;REGNBUEØRRET;2007;978896;341102.3;139313;337659;167015;0;0;0;0;0;3908;0;0;0
2007;6;JUNI;Nordland;LAKS;2005;807222;3162999.4;0;0;404633;891096;4818399.1;2998810;12785;1428552;4547;6234;0;26907
2007;6;JUNI;Nordland;REGNBUEØRRET;2005;1437310;5747998.4;0;0;1189068;327847;1498772.3;347921;0;1103882;3406;0;0;0
2007;6;JUNI;Nordland;LAKS;2006;22932464;50917597.4;0;0;9648503;856193;4193544.8;3473294;0;286089;77032;4117;0;5869
2007;6;JUNI;Nordland;REGNBUEØRRET;2006;3853003;4245026.7;0;0;1065334;79;331;0;0;331;7784;0;0;7913
2007;6;JUNI;Nordland;LAKS;2007;18027168;3031020.3;5045727;5045727;846117;15475;86327;0;0;86327;141975;0;0;0
2007;6;JUNI;Nordland;REGNBUEØRRET;2007;285004;85880.2;0;0;37000;0;0;0;0;0;377;0;0;0
2007;6;JUNI;Rogaland og Agder;REGNBUEØRRET;2003;2575;16737.5;0;0;1800;0;0;0;0;0;35;0;0;0
2007;6;JUNI;Rogaland og Agder;REGNBUEØRRET;2004;1325;7685;0;0;1800;0;0;0;0;0;15;0;0;0
2007;6;JUNI;Rogaland og Agder;LAKS;2005;1040577;5987236.6;0;0;615691;1217730;6754953.9;5573855;0;484367;36246;21245;0;33273
2007;6;JUNI;Rogaland og Agder;REGNBUEØRRET;2005;8490;32092.2;0;0;5000;0;0;0;0;0;10;0;0;0
2007;6;JUNI;Rogaland og Agder;LAKS;2006;14306111;25130315.7;0;0;5289060;34913;149737.5;133100;0;0;501721;5744;0;-4554
2007;6;JUNI;Rogaland og Agder;REGNBUEØRRET;2006;71481;211909.5;0;0;50000;0;0;0;0;0;80;0;0;0
2007;6;JUNI;Rogaland og Agder;LAKS;2007;7956490;3081562.8;15356;15356;953514;94142;461081.3;409850;0;0;104930;4309;0;-21168
2007;6;JUNI;Troms og Finnmark;LAKS;2005;2420994;8068106.6;0;0;1033986;1115138;6067813;2802665;2349;2911841;9493;2591;0;9356
2007;6;JUNI;Troms og Finnmark;REGNBUEØRRET;2005;598466;1960113.8;0;0;330129;14798;46394;0;0;46394;1548;0;0;0
2007;6;JUNI;Troms og Finnmark;LAKS;2006;20374683;43680968.5;0;0;7845068;49873;209557.1;186273;0;0;167546;126;0;-30941
2007;6;JUNI;Troms og Finnmark;REGNBUEØRRET;2006;1494623;1494133.8;0;0;457479;0;0;0;0;0;2165;0;0;0
2007;6;JUNI;Troms og Finnmark;LAKS;2007;17644720;2686085.6;7151372;7272144;911302;0;0;0;0;0;385107;0;0;0
2007;6;JUNI;Troms og Finnmark;REGNBUEØRRET;2007;763453;144742.7;298670;298670;46072;0;0;0;0;0;2447;0;0;0
2007;6;JUNI;Trøndelag;LAKS;2005;1544804;8143157.4;0;0;1140467;2244968;12575422.2;9535109;8006;1838289;16743;7547;0;-35111
2007;6;JUNI;Trøndelag;REGNBUEØRRET;2005;18470;152838.7;0;0;13320;0;0;0;0;0;200;0;0;0
2007;6;JUNI;Trøndelag;LAKS;2006;33723767;82230723.9;0;0;14109348;392272;1979703;1759736;0;0;204260;101;0;-94676
2007;6;JUNI;Trøndelag;REGNBUEØRRET;2006;179426;312423.8;0;0;77500;0;0;0;0;0;245;0;0;0
2007;6;JUNI;Trøndelag;LAKS;2007;18893638;4129681.9;3718453;3718453;1160167;1;1.1;1;0;0;192160;0;0;3
2007;6;JUNI;Uoppgitt;LAKS;2007;671361;280669.8;0;0;92132;0;0;0;0;0;852;0;0;0
2007;6;JUNI;Vestland;LAKS;2004;8789;92486.8;0;0;0;0;0;0;0;0;161;0;0;0
2007;6;JUNI;Vestland;LAKS;2005;2232527;11496534.5;0;0;1513098;2761847;14817966;8936427;37006;4717636;118009;65474;0;-24914
2007;6;JUNI;Vestland;REGNBUEØRRET;2005;545099;3265681.3;0;0;363537;175254;911798.1;279343;151375;403103;12030;6097;0;21714
2007;6;JUNI;Vestland;LAKS;2006;36725452;75018583;0;0;13304484;1591338;6062941.7;697868;275;5277492;1832120;83867;0;-7779
2007;6;JUNI;Vestland;REGNBUEØRRET;2006;11109489;22865148.9;0;0;5453348;609106;2472530.3;764476;0;1604850;102985;8375;0;-9290
2007;6;JUNI;Vestland;LAKS;2007;26782287;6265933.4;670977;750577;2388204;970;8511.8;7566;0;0;254600;0;0;25
2007;6;JUNI;Vestland;REGNBUEØRRET;2007;3057397;1348374.4;30000;30000;546202;0;0;0;0;0;41261;0;0;0
2007;7;JULI;Møre og Romsdal;LAKS;2000;73948;57309.7;0;0;24300;0;0;0;0;0;324;0;0;0
2007;7;JULI;Møre og Romsdal;LAKS;2005;564978;2355533.9;0;0;283014;399167;2374775.5;1641148;0;528484;20724;4274;0;2435
2007;7;JULI;Møre og Romsdal;REGNBUEØRRET;2005;12313;92027.4;0;0;8000;0;0;0;0;0;42;0;0;0
2007;7;JULI;Møre og Romsdal;LAKS;2006;18236714;46821608.2;0;0;10241135;441902;2116594.1;1716865;0;185121;150641;6902;0;-4315
2007;7;JULI;Møre og Romsdal;REGNBUEØRRET;2006;4582853;10241450;0;0;3302425;198478;854556.4;399403;0;401234;13495;0;0;-20331
2007;7;JULI;Møre og Romsdal;LAKS;2007;13495405;4291222.2;1212136;1534506;1575015;0;0;0;0;0;223430;0;0;0
2007;7;JULI;Møre og Romsdal;REGNBUEØRRET;2007;1497926;519815.3;575000;724400;245900;0;0;0;0;0;2867;0;0;0
2007;7;JULI;Nordland;LAKS;2005;475483;1849500.6;0;0;358962;271467;1311447.5;236900;0;1044935;1500;0;0;151
2007;7;JULI;Nordland;REGNBUEØRRET;2005;677007;2929343.8;0;0;591958;140791;584954;0;0;584954;354;0;0;0
2007;7;JULI;Nordland;LAKS;2006;22851827;59283913;0;0;14522649;862456;4343199.6;3330252;19504;571974;94382;2210;0;-25008
2007;7;JULI;Nordland;REGNBUEØRRET;2006;3810404;5680339.2;0;0;1861725;6796;27810.7;11497;11660;0;9937;0;0;0
2007;7;JULI;Nordland;LAKS;2007;20291712;5694163.4;2791010;2832338;2046601;0;0;0;0;0;169510;0;0;-968
2007;7;JULI;Nordland;REGNBUEØRRET;2007;284554;139650.9;0;0;59000;0;0;0;0;0;450;0;0;0
2007;7;JULI;Rogaland og Agder;REGNBUEØRRET;2002;2550;16830;0;0;2000;0;0;0;0;0;25;0;0;0
2007;7;JULI;Rogaland og Agder;REGNBUEØRRET;2004;1308;7717.2;0;0;1650;0;0;0;0;0;17;0;0;0
2007;7;JULI;Rogaland og Agder;LAKS;2005;24811;135668.5;0;0;14620;799551;4350563.3;3834330;0;36942;27541;12980;0;-21627
2007;7;JULI;Rogaland og Agder;REGNBUEØRRET;2005;8482;36472.6;0;0;6400;0;0;0;0;0;8;0;0;0
2007;7;JULI;Rogaland og Agder;LAKS;2006;13608277;28459927.3;0;0;6775519;454186;2003325.8;1780734;0;0;273341;2612;0;135
2007;7;JULI;Rogaland og Agder;REGNBUEØRRET;2006;71329;276198.1;0;0;62217;0;0;0;0;0;152;0;0;0
2007;7;JULI;Rogaland og Agder;LAKS;2007;7843280;4041573.7;116500;116500;1429855;51979;262217.3;233082;0;0;171332;1216;0;-5183
2007;7;JULI;Troms og Finnmark;LAKS;2005;1438802;3115501.8;0;0;638685;769346;4321619.9;1238079;0;2928781;9404;1402;0;27180
2007;7;JULI;Troms og Finnmark;REGNBUEØRRET;2005;595810;2234901.7;0;0;387435;0;0;0;0;0;2656;0;0;0
2007;7;JULI;Troms og Finnmark;LAKS;2006;19126832;51448635.9;0;0;12740466;108590;405911.3;360810;0;0;81830;308035;0;34860
2007;7;JULI;Troms og Finnmark;REGNBUEØRRET;2006;1440268;1964861.5;0;0;641680;0;0;0;0;0;5149;0;0;2234
2007;7;JULI;Troms og Finnmark;LAKS;2007;20108894;5512297.6;2432218;2432218;2031618;85638;2259;2008;0;0;323769;0;0;2
2007;7;JULI;Troms og Finnmark;REGNBUEØRRET;2007;807518;294818.8;0;0;147878;0;0;0;0;0;2313;0;0;0
2007;7;JULI;Trøndelag;LAKS;2005;253884;1425922.3;0;0;263908;1215354;6162348.7;4856346;201;698705;4172;8315;0;-42616
2007;7;JULI;Trøndelag;REGNBUEØRRET;2005;17836;157470.7;0;0;14325;0;0;0;0;0;217;0;0;46
2007;7;JULI;Trøndelag;LAKS;2006;31810804;90923148.6;0;0;20187843;2339597;9895015;8109324;26607;738341;191166;5168;0;2154
2007;7;JULI;Trøndelag;REGNBUEØRRET;2006;179012;417096.5;0;0;108400;0;0;0;0;0;414;0;0;0
2007;7;JULI;Trøndelag;LAKS;2007;19779575;6447907.8;924439;924439;2404770;0;0;0;0;0;247392;0;0;5
2007;7;JULI;Uoppgitt;LAKS;2007;670277;452645.4;0;0;176720;0;0;0;0;0;1084;0;0;0
2007;7;JULI;Vestland;LAKS;2004;5589;56559.5;0;0;0;0;0;0;0;0;244;0;0;0
2007;7;JULI;Vestland;LAKS;2005;363114;1886782.2;0;0;462466;1652632;8986111.8;4922815;13729;3430564;18439;42304;0;7248
2007;7;JULI;Vestland;REGNBUEØRRET;2005;392715;2531996.1;0;0;244897;142198;865034;440849;98776;239620;12087;6993;0;12083
2007;7;JULI;Vestland;LAKS;2006;34397262;80002330.4;0;0;16833864;1605527;7732422.2;3444706;203684;3599264;690687;23799;0;-575
2007;7;JULI;Vestland;REGNBUEØRRET;2006;10878529;25738884.5;0;0;6710405;601977;2626899.7;962409;80186;1433050;104591;15944;0;-13554
2007;7;JULI;Vestland;LAKS;2007;26113249;10011387.5;250584;250584;4090855;970;8511.8;7566;0;0;517212;0;0;25
2007;7;JULI;Vestland;REGNBUEØRRET;2007;3414905;2128561.6;463720;463720;894730;0;0;0;0;0;59212;0;0;0
2007;8;AUGUST;Møre og Romsdal;LAKS;2000;72749;86789.6;0;0;33000;0;0;0;0;0;1199;0;0;0
2007;8;AUGUST;Møre og Romsdal;LAKS;2005;209753;706644.5;0;0;87681;312852;1557496.3;942474;0;497213;5230;4162;0;0
2007;8;AUGUST;Møre og Romsdal;REGNBUEØRRET;2005;12169;94480.1;0;0;5000;0;0;0;0;0;144;0;0;0
2007;8;AUGUST;Møre og Romsdal;LAKS;2006;15855200;44785859.6;0;0;10033193;2051804;10050130.5;8381392;716;620158;193062;28247;0;-6169
2007;8;AUGUST;Møre og Romsdal;REGNBUEØRRET;2006;3927237;9163341.2;0;0;3259430;557530;2107515.3;572432;1658;1455706;14237;517;0;-38004
2007;8;AUGUST;Møre og Romsdal;LAKS;2007;14668101;6798282.5;1416657;1416657;2487062;994;560;0;0;560;240044;0;0;0
2007;8;AUGUST;Møre og Romsdal;REGNBUEØRRET;2007;1722976;739867.8;231000;380400;383050;0;0;0;0;0;5153;0;0;0
2007;8;AUGUST;Nordland;LAKS;2005;156929;401017.1;0;0;144702;231643;1085374;0;0;1085374;231;0;0;-5618
2007;8;AUGUST;Nordland;REGNBUEØRRET;2005;511223;2260667.2;0;0;385909;161416;749122;0;0;749122;3490;0;0;379
2007;8;AUGUST;Nordland;LAKS;2006;22239776;71267378.8;0;0;19290176;1214704;6399176.6;5688157;0;0;27900;3514;0;10065
2007;8;AUGUST;Nordland;REGNBUEØRRET;2006;3611522;6351303.3;0;0;1824906;138918;523740.7;34339;286150;122500;10342;0;0;1803
2007;8;AUGUST;Nordland;LAKS;2007;21342690;8996081.5;882926;1300284;3821958;0;0;0;0;0;140783;0;0;6789
2007;8;AUGUST;Nordland;REGNBUEØRRET;2007;1993556;347476;1748964;1748964;126448;20000;16000;0;0;16000;19962;0;0;0
2007;8;AUGUST;Rogaland og Agder;REGNBUEØRRET;2003;2525;16917.5;0;0;2300;0;0;0;0;0;30;0;0;0
2007;8;AUGUST;Rogaland og Agder;REGNBUEØRRET;2004;7330;53025;0;0;20379;0;0;0;0;0;10;0;0;0
2007;8;AUGUST;Rogaland og Agder;LAKS;2005;24423;136249.5;0;0;5851;0;0;0;0;0;203;0;0;0
2007;8;AUGUST;Rogaland og Agder;REGNBUEØRRET;2005;2450;24500;0;0;24571;0;0;0;0;0;25;0;0;0
2007;8;AUGUST;Rogaland og Agder;LAKS;2006;12088671;30138721.3;0;0;7630837;847603;4041956.4;3467627;0;140876;650522;9283;0;26420
2007;8;AUGUST;Rogaland og Agder;REGNBUEØRRET;2006;71204;289174.9;0;0;70979;0;0;0;0;0;125;0;0;0
2007;8;AUGUST;Rogaland og Agder;LAKS;2007;9265604;4771894.1;1914421;1914421;1723288;131296;667685.3;593498;0;0;353607;3641;0;-1302
2007;8;AUGUST;Rogaland og Agder;REGNBUEØRRET;2007;12020;2524.2;12100;12100;1300;0;0;0;0;0;3;0;0;0
2007;8;AUGUST;Troms og Finnmark;LAKS;2005;758952;1590361.7;0;0;577293;283964;1554302;0;0;1554302;5428;0;0;1958
2007;8;AUGUST;Troms og Finnmark;REGNBUEØRRET;2005;503506;1822111.9;0;0;290412;75303;362613.2;319483;0;0;2830;0;0;14171
2007;8;AUGUST;Troms og Finnmark;LAKS;2006;18926982;61359308.9;0;0;16598364;585241;3148326.5;1627396;0;1317506;78907;4172;0;7486
2007;8;AUGUST;Troms og Finnmark;REGNBUEØRRET;2006;1475652;2734931.9;0;0;864891;0;0;0;0;0;3229;0;0;0
2007;8;AUGUST;Troms og Finnmark;LAKS;2007;21110597;7871091.5;1629966;1759966;3379374;40;13.5;12;0;0;843610;0;0;14237
2007;8;AUGUST;Troms og Finnmark;REGNBUEØRRET;2007;1340034;544918.5;586572;586572;260432;0;0;0;0;0;7745;0;0;0
2007;8;AUGUST;Trøndelag;LAKS;2005;23665;292243.7;0;0;756;222492;974472;754992;0;125106;905;893;0;-5127
2007;8;AUGUST;Trøndelag;REGNBUEØRRET;2005;17577;152924.9;0;0;17544;0;0;0;0;0;254;5;0;0
2007;8;AUGUST;Trøndelag;LAKS;2006;28934538;96159116.8;0;0;23477036;2780204;15114782.5;12135997;12537;1445914;73772;9537;0;-45573
2007;8;AUGUST;Trøndelag;REGNBUEØRRET;2006;178502;520321.6;0;0;121000;0;0;0;0;0;510;0;0;0
2007;8;AUGUST;Trøndelag;LAKS;2007;23668508;11404682.6;4298133;4298133;4406381;0;0;0;0;0;409489;7;0;5
2007;8;AUGUST;Uoppgitt;LAKS;2007;669477;665646.4;0;0;259841;0;0;0;0;0;800;0;0;0
2007;8;AUGUST;Vestland;LAKS;2004;5559;56253;0;0;0;0;0;0;0;0;30;0;0;0
2007;8;AUGUST;Vestland;LAKS;2005;111216;723221.3;0;0;164713;204812;891166.5;634940;0;176859;951;11171;0;-13911
2007;8;AUGUST;Vestland;REGNBUEØRRET;2005;399949;1371359.1;0;0;107874;166707;1015793.3;584859;278024;0;8642;7424;0;1993
2007;8;AUGUST;Vestland;LAKS;2006;31816302;85748355.9;0;0;20350732;2030369;10278915.9;5496738;197153;3845490;755751;25308;0;15329
2007;8;AUGUST;Vestland;REGNBUEØRRET;2006;8973398;25047960.4;0;0;6527160;602829;2682164.8;1171154;0;1352905;97071;13205;0;16914
2007;8;AUGUST;Vestland;LAKS;2007;26507898;15753797.2;611117;860667;5881580;970;8511.8;7566;0;0;536678;700;0;23
2007;8;AUGUST;Vestland;REGNBUEØRRET;2007;4927473;3424578.3;1428396;1428396;1288586;0;0;0;0;0;62179;0;0;0
2007;9;SEPTEMBER;Møre og Romsdal;LAKS;2000;72383;120445.3;0;0;39000;0;0;0;0;0;366;0;0;0
2007;9;SEPTEMBER;Møre og Romsdal;LAKS;2005;389947;873921.4;0;0;93029;0;0;0;0;0;642;0;0;0
2007;9;SEPTEMBER;Møre og Romsdal;REGNBUEØRRET;2005;11718;95138.4;0;0;6000;0;0;0;0;0;451;0;0;0
2007;9;SEPTEMBER;Møre og Romsdal;LAKS;2006;14107014;44707509.6;0;0;8841800;1328916;6926013.2;5055612;326;1238037;170640;6224;0;45675
2007;9;SEPTEMBER;Møre og Romsdal;REGNBUEØRRET;2006;3446174;9229940.1;0;0;2747155;387222;1723172.8;196258;0;1500420;9986;142;0;28874
2007;9;SEPTEMBER;Møre og Romsdal;LAKS;2007;17072628;10054880.7;2580088;2580088;3083411;818;409;0;0;409;162353;0;0;0
2007;9;SEPTEMBER;Møre og Romsdal;REGNBUEØRRET;2007;2893437;1263569.8;849800;849800;575000;0;0;0;0;0;15286;0;0;0
2007;9;SEPTEMBER;Nordland;LAKS;2005;156738;519798.1;0;0;105653;0;0;0;0;0;141;0;0;-4406
2007;9;SEPTEMBER;Nordland;REGNBUEØRRET;2005;140246;653940.2;0;0;124430;366368;1583398;0;0;1583398;1343;0;0;587
2007;9;SEPTEMBER;Nordland;LAKS;2006;19755310;72570014.1;0;0;16142273;2074807;11419435;9081456;47282;1142938;26541;17713;0;9190
2007;9;SEPTEMBER;Nordland;REGNBUEØRRET;2006;3497685;7296287.7;0;0;1551617;59139;245414.1;0;193850;0;5790;0;0;2550
2007;9;SEPTEMBER;Nordland;LAKS;2007;26011159;14339554.8;5046465;5245841;5080283;0;0;0;0;0;243091;0;0;-9814
2007;9;SEPTEMBER;Nordland;REGNBUEØRRET;2007;2181712;619877.7;5000;5000;262620;0;0;0;0;0;14293;0;0;0
2007;9;SEPTEMBER;Rogaland og Agder;REGNBUEØRRET;2002;2515;17102;0;0;2200;0;0;0;0;0;10;0;0;0
2007;9;SEPTEMBER;Rogaland og Agder;REGNBUEØRRET;2004;13095;46839.5;0;0;9200;0;0;0;0;0;15;0;0;0
2007;9;SEPTEMBER;Rogaland og Agder;LAKS;2005;23924;138825.4;0;0;5705;0;0;0;0;0;214;0;0;0
