ÅR;MÅNED_KODE;MÅNED;FYLKE;ARTSID;UTSETTSÅR;BEHFISK_STK;BIOMASSE_KG;UTSETT_SMOLT_STK;UTSETT_SMOLT_STK_MINDRE_ENN_500G;FORFORBRUK_KG;UTTAK_STK;UTTAK_KG;UTTAK_SLØYD_KG;UTTAK_HODEKAPPET_KG;UTTAK_RUNDVEKT_KG;DØDFISK_STK;UTKAST_STK;RØMMING_STK;ANDRE_STK
2005;1;JANUAR;Møre og Romsdal;LAKS;2003;4354895;17352994.9;0;0;2078590;1037287;5623165.9;13423;0;5608065;36681;9008;0;0
2005;1;JANUAR;Møre og Romsdal;REGNBUEØRRET;2003;463991;1556515.1;0;0;249805;203831;989425;0;0;989425;1419;0;0;0
2005;1;JANUAR;Møre og Romsdal;LAKS;2004;14888741;17416679.6;0;0;2100646;33081;28674.9;25391;0;110;150091;64;0;0
2005;1;JANUAR;Møre og Romsdal;REGNBUEØRRET;2004;4358547;4459118.5;0;0;1018525;183935;600942.1;88912;394966;0;14320;1008;0;0
2005;1;JANUAR;Møre og Romsdal;LAKS;2005;175288;20605.8;176095;176095;3650;0;0;0;0;0;807;0;0;0
2005;1;JANUAR;Møre og Romsdal;REGNBUEØRRET;2005;65328;8949.9;67000;67000;480;0;0;0;0;0;1672;0;0;0
2005;1;JANUAR;Nordland;LAKS;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2005;1;JANUAR;Nordland;LAKS;2001;813358;1713688.6;0;0;143375;0;0;0;0;0;447;0;0;0
2005;1;JANUAR;Nordland;LAKS;2002;55723;227294.1;0;0;16500;33800;205200;0;0;205200;362;0;0;0
2005;1;JANUAR;Nordland;REGNBUEØRRET;2002;0;0;0;0;0;12810;54255;0;0;54255;0;0;0;0
2005;1;JANUAR;Nordland;LAKS;2003;8282902;35358978.6;0;0;4363373;1050182;5904164;0;0;5904164;28419;3578;0;0
2005;1;JANUAR;Nordland;REGNBUEØRRET;2003;1248499;3774282.6;0;0;411137;177231;710327;0;0;710327;3428;0;0;0
2005;1;JANUAR;Nordland;LAKS;2004;21145941;28390102;0;0;4232088;68965;368480;0;0;368480;197456;51;0;0
2005;1;JANUAR;Nordland;REGNBUEØRRET;2004;1897132;988119.6;0;0;194769;0;0;0;0;0;9091;0;0;0
2005;1;JANUAR;Nordland;REGNBUEØRRET;2005;335652;59323.8;278300;278300;26873;0;0;0;0;0;1548;0;0;0
2005;1;JANUAR;Rogaland og Agder;LAKS;1999;53;184.9;0;0;0;0;0;0;0;0;3;0;0;0
2005;1;JANUAR;Rogaland og Agder;REGNBUEØRRET;1999;71;272.1;0;0;0;0;0;0;0;0;0;0;0;0
2005;1;JANUAR;Rogaland og Agder;LAKS;2000;386;1417.6;0;0;0;0;0;0;0;0;10;0;0;0
2005;1;JANUAR;Rogaland og Agder;REGNBUEØRRET;2001;870;5655;0;0;100;0;0;0;0;0;90;0;0;0
2005;1;JANUAR;Rogaland og Agder;LAKS;2002;433456;180536.5;0;0;19599;0;0;0;0;0;1252;0;0;0
2005;1;JANUAR;Rogaland og Agder;REGNBUEØRRET;2002;7299;40834.3;0;0;950;0;0;0;0;0;1130;0;0;0
2005;1;JANUAR;Rogaland og Agder;LAKS;2003;5358705;21140604;0;0;3019659;450276;2338210;0;0;2338210;8917;16949;0;0
2005;1;JANUAR;Rogaland og Agder;REGNBUEØRRET;2003;3260;14409.2;0;0;630;0;0;0;0;0;40;0;0;0
2005;1;JANUAR;Rogaland og Agder;LAKS;2004;14601527;14601219.2;0;0;2159700;950;1210;0;0;1210;87734;0;0;0
2005;1;JANUAR;Rogaland og Agder;REGNBUEØRRET;2004;4728;3309.6;0;0;740;0;0;0;0;0;22;0;0;0
2005;1;JANUAR;Rogaland og Agder;LAKS;2005;63643;10776.1;0;0;3092;0;0;0;0;0;256;0;0;0
2005;1;JANUAR;Troms og Finnmark;LAKS;2002;164223;875558.3;0;0;59590;0;0;0;0;0;1128;0;0;0
2005;1;JANUAR;Troms og Finnmark;REGNBUEØRRET;2002;0;0;0;0;0;40503;178515.1;157282;0;0;61;520;0;659
2005;1;JANUAR;Troms og Finnmark;LAKS;2003;6263922;26836080;0;0;2130663;1303927;6650319;852040;0;5691774;39838;1344;0;2447
2005;1;JANUAR;Troms og Finnmark;REGNBUEØRRET;2003;94863;255719.7;0;0;33381;0;0;0;0;0;135;0;0;0
2005;1;JANUAR;Troms og Finnmark;LAKS;2004;20812799;25237219.2;0;0;2599337;0;0;0;0;0;129823;34;0;0
2005;1;JANUAR;Troms og Finnmark;REGNBUEØRRET;2004;457041;760488.9;0;0;86711;0;0;0;0;0;696;0;0;0
2005;1;JANUAR;Trøndelag;LAKS;2002;5974;65009.1;0;0;10035;0;0;0;0;0;2;0;0;0
2005;1;JANUAR;Trøndelag;LAKS;2003;9701078;40845538;0;0;4690252;1094248;5888245.5;146300;0;5723658;69572;6297;0;0
2005;1;JANUAR;Trøndelag;REGNBUEØRRET;2003;384765;1481491.1;0;0;142933;193679;889949;0;0;889949;3359;248;0;0
2005;1;JANUAR;Trøndelag;LAKS;2004;25895147;28799674.3;0;0;3567395;119166;220768;0;0;220768;216778;86;0;0
2005;1;JANUAR;Trøndelag;REGNBUEØRRET;2004;861747;1043933.8;0;0;151983;0;0;0;0;0;2035;0;0;0
2005;1;JANUAR;Vestland;LAKS;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2005;1;JANUAR;Vestland;LAKS;2002;1139;11731.7;0;0;700;0;0;0;0;0;15;0;0;0
2005;1;JANUAR;Vestland;LAKS;2003;11932545;43791771.3;0;0;5580258;1995169;9506547;0;0;9506547;110444;93595;0;0
2005;1;JANUAR;Vestland;REGNBUEØRRET;2003;1332017;5102500.9;0;0;749300;226240;1004620;0;0;1004620;7194;2154;0;0
2005;1;JANUAR;Vestland;LAKS;2004;38001642;44698237.7;0;0;6415533;63190;308227;0;0;308227;425930;1786;0;0
2005;1;JANUAR;Vestland;REGNBUEØRRET;2004;7326318;8079189.1;0;0;1671991;22355;48401;0;0;48401;47977;100;0;0
2005;1;JANUAR;Vestland;LAKS;2005;517380;44109.6;548463;548463;12998;0;0;0;0;0;31083;0;0;0
2005;2;FEBRUAR;Møre og Romsdal;LAKS;2003;2999629;12641045.7;0;0;1349979;828353;4287129.9;459759;5609;3762800;59323;3083;0;1091
2005;2;FEBRUAR;Møre og Romsdal;REGNBUEØRRET;2003;471551;1132117.5;0;0;327885;0;0;0;0;0;4366;0;0;0
2005;2;FEBRUAR;Møre og Romsdal;LAKS;2004;14516390;19012283.7;0;0;2104121;24641;4716;0;0;4716;102394;0;0;31
2005;2;FEBRUAR;Møre og Romsdal;REGNBUEØRRET;2004;4033245;4642027;0;0;896042;370417;741913.5;74070;108553;520416;11245;386;0;66
2005;2;FEBRUAR;Møre og Romsdal;LAKS;2005;773815;94320.8;602990;602990;10680;0;0;0;0;0;4463;0;0;0
2005;2;FEBRUAR;Møre og Romsdal;REGNBUEØRRET;2005;157361;20447.4;96000;96000;3220;0;0;0;0;0;3967;0;0;0
2005;2;FEBRUAR;Nordland;LAKS;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2005;2;FEBRUAR;Nordland;LAKS;2001;812889;1865187.4;0;0;152385;0;0;0;0;0;469;0;0;0
2005;2;FEBRUAR;Nordland;LAKS;2002;55524;239586.1;0;0;16750;0;0;0;0;0;199;0;0;0
2005;2;FEBRUAR;Nordland;REGNBUEØRRET;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2005;2;FEBRUAR;Nordland;LAKS;2003;6802626;29741229.3;0;0;3044474;1730673;9440644.8;519806;0;8855863;28184;7393;0;0
2005;2;FEBRUAR;Nordland;REGNBUEØRRET;2003;1060787;3242398.7;0;0;279537;181243;725219;0;0;725219;4565;0;0;0
2005;2;FEBRUAR;Nordland;LAKS;2004;20843191;31301052.7;0;0;3211500;15123;69512;0;0;69512;118815;23;0;0
2005;2;FEBRUAR;Nordland;REGNBUEØRRET;2004;2264548;1256343.9;0;0;197070;0;0;0;0;0;6312;0;0;0
2005;2;FEBRUAR;Nordland;LAKS;2005;94000;15510;94000;94000;0;0;0;0;0;0;0;0;0;0
2005;2;FEBRUAR;Rogaland og Agder;LAKS;1999;53;209.9;0;0;25;0;0;0;0;0;0;0;0;0
2005;2;FEBRUAR;Rogaland og Agder;REGNBUEØRRET;1999;71;310.1;0;0;38;0;0;0;0;0;0;0;0;0
2005;2;FEBRUAR;Rogaland og Agder;LAKS;2000;385;1498.5;0;0;84;0;0;0;0;0;1;0;0;0
2005;2;FEBRUAR;Rogaland og Agder;REGNBUEØRRET;2001;765;4896;0;0;105;0;0;0;0;0;105;0;0;0
2005;2;FEBRUAR;Rogaland og Agder;LAKS;2002;501;398.3;0;0;25;0;0;0;0;0;0;0;0;0
2005;2;FEBRUAR;Rogaland og Agder;REGNBUEØRRET;2002;4664;25157.4;0;0;748;0;0;0;0;0;1845;0;0;0
2005;2;FEBRUAR;Rogaland og Agder;LAKS;2003;4814789;20411815.9;0;0;2083248;532265;2774026;0;0;2774026;11908;6465;0;0
2005;2;FEBRUAR;Rogaland og Agder;REGNBUEØRRET;2003;3235;14557.5;0;0;400;0;0;0;0;0;25;0;0;0
2005;2;FEBRUAR;Rogaland og Agder;LAKS;2004;14413101;15772353.6;0;0;1698052;84960;436071;0;0;436071;93207;1030;0;0
2005;2;FEBRUAR;Rogaland og Agder;REGNBUEØRRET;2004;4696;3662.9;0;0;520;0;0;0;0;0;32;0;0;0
2005;2;FEBRUAR;Rogaland og Agder;LAKS;2005;63488;14062.4;0;0;3284;0;0;0;0;0;155;0;0;0
2005;2;FEBRUAR;Troms og Finnmark;LAKS;2002;31071;162812;0;0;19814;108836;620979.6;158477;0;442693;965;4897;0;0
2005;2;FEBRUAR;Troms og Finnmark;LAKS;2003;5091079;21563991;0;0;1552033;934279;5198379.1;468433;0;4671392;25215;3213;0;9828
2005;2;FEBRUAR;Troms og Finnmark;REGNBUEØRRET;2003;94657;272325.1;0;0;22998;0;0;0;0;0;206;0;0;0
2005;2;FEBRUAR;Troms og Finnmark;LAKS;2004;20966594;26755441.7;0;0;2357828;198487;849385;0;0;849385;87663;0;0;0
2005;2;FEBRUAR;Troms og Finnmark;REGNBUEØRRET;2004;456326;828714.3;0;0;68060;0;0;0;0;0;715;0;0;0
2005;2;FEBRUAR;Trøndelag;LAKS;2002;5969;71514.6;0;0;9665;0;0;0;0;0;5;0;0;0
2005;2;FEBRUAR;Trøndelag;LAKS;2003;8335221;34908862.2;0;0;3321924;1421031;7527934;0;0;7527934;62109;13940;0;0
2005;2;FEBRUAR;Trøndelag;REGNBUEØRRET;2003;200196;769832.9;0;0;51994;131530;479877;0;0;479877;3422;0;0;0
2005;2;FEBRUAR;Trøndelag;LAKS;2004;24818605;30217980.5;0;0;3129279;16094;37510;0;0;37510;215095;233;0;0
2005;2;FEBRUAR;Trøndelag;REGNBUEØRRET;2004;748024;1060514.3;0;0;137163;9915;30328;0;0;30328;3622;0;0;0
2005;2;FEBRUAR;Vestland;LAKS;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2005;2;FEBRUAR;Vestland;LAKS;2002;1120;11648;0;0;800;0;0;0;0;0;19;0;0;0
2005;2;FEBRUAR;Vestland;REGNBUEØRRET;2002;0;0;0;0;0;1780;11392;0;0;11392;13;0;0;0
2005;2;FEBRUAR;Vestland;LAKS;2003;9863639;37871997.5;0;0;4172833;1568577;7516934;0;0;7516934;118198;56492;0;0
2005;2;FEBRUAR;Vestland;REGNBUEØRRET;2003;964503;3815996.2;0;0;412694;355521;1665621;0;0;1665621;5073;5101;0;0
2005;2;FEBRUAR;Vestland;LAKS;2004;35395226;46528308.2;0;0;5821739;144091;587421;0;0;587421;524178;10778;0;0
2005;2;FEBRUAR;Vestland;REGNBUEØRRET;2004;7868913;9782927.2;0;0;1917879;114022;238426;0;0;238426;44541;252;0;0
2005;2;FEBRUAR;Vestland;LAKS;2005;494180;58913;0;0;18202;0;0;0;0;0;23200;0;0;0
2005;2;FEBRUAR;Vestland;REGNBUEØRRET;2005;146000;21900;146000;146000;0;0;0;0;0;0;0;0;0;0
2005;3;MARS;Møre og Romsdal;LAKS;2003;1708239;7236400.9;0;0;826996;701891;3603133.3;2195171;20041;1108194;22767;11695;0;7511
2005;3;MARS;Møre og Romsdal;REGNBUEØRRET;2003;24520;93285.3;0;0;192300;16682;73021;0;0;73021;6190;0;0;0
2005;3;MARS;Møre og Romsdal;LAKS;2004;14572276;21422431.1;0;0;2578234;65795;238659.5;212072;62;0;101510;709;0;3000
2005;3;MARS;Møre og Romsdal;REGNBUEØRRET;2004;3413214;5031818.4;0;0;1105721;227260;830517.3;52486;180717;542158;10114;431;0;-8338
2005;3;MARS;Møre og Romsdal;LAKS;2005;1005257;133183.8;314847;314847;21710;0;0;0;0;0;4260;0;0;0
2005;3;MARS;Møre og Romsdal;REGNBUEØRRET;2005;800413;255392.7;0;277000;72853;0;0;0;0;0;2764;0;0;0
2005;3;MARS;Nordland;LAKS;2003;4893531;20808055.6;0;0;2058583;1416808;7841530.7;4862798;95703;2249723;34564;7838;0;38607
2005;3;MARS;Nordland;REGNBUEØRRET;2003;940101;2949466.7;0;0;238137;116430;466325;0;0;466325;4935;0;0;0
2005;3;MARS;Nordland;LAKS;2004;21851767;35950972;0;0;3843115;6922;35200.1;31289;0;0;66293;22;0;180
2005;3;MARS;Nordland;REGNBUEØRRET;2004;2262883;1457158;0;0;214572;0;0;0;0;0;5370;0;0;0
2005;3;MARS;Nordland;LAKS;2005;1134183;150457;861668;1062870;16314;0;0;0;0;0;21632;0;0;0
2005;3;MARS;Nordland;REGNBUEØRRET;2005;79000;6241;79277;79277;500;0;0;0;0;0;277;0;0;0
2005;3;MARS;Rogaland og Agder;LAKS;1999;52;229.9;0;0;24;0;0;0;0;0;1;0;0;0
2005;3;MARS;Rogaland og Agder;REGNBUEØRRET;1999;71;339.2;0;0;29;0;0;0;0;0;0;0;0;0
2005;3;MARS;Rogaland og Agder;LAKS;2000;384;1551.7;0;0;60;0;0;0;0;0;1;0;0;0
2005;3;MARS;Rogaland og Agder;REGNBUEØRRET;2000;320;2048;0;0;130;0;0;0;0;0;55;0;0;0
2005;3;MARS;Rogaland og Agder;REGNBUEØRRET;2001;345;2225.3;0;0;170;0;0;0;0;0;45;0;0;0
2005;3;MARS;Rogaland og Agder;LAKS;2002;501;433.4;0;0;35;0;0;0;0;0;0;0;0;0
2005;3;MARS;Rogaland og Agder;REGNBUEØRRET;2002;3183;16156.4;0;0;740;0;0;0;0;0;1481;0;0;0
2005;3;MARS;Rogaland og Agder;LAKS;2003;3420468;14798688;0;0;1861191;970122;4784783.8;1716758;0;2853431;15735;21723;0;12743
2005;3;MARS;Rogaland og Agder;REGNBUEØRRET;2003;3208;14660.6;0;0;430;0;0;0;0;0;27;0;0;0
2005;3;MARS;Rogaland og Agder;LAKS;2004;13402646;15566385.3;0;0;1552367;54196;221712.8;197078;0;0;54467;4518;0;-1044
2005;3;MARS;Rogaland og Agder;REGNBUEØRRET;2004;4666;4012.8;0;0;580;0;0;0;0;0;32;0;0;0
2005;3;MARS;Rogaland og Agder;LAKS;2005;76360;20583.7;647;647;4196;0;0;0;0;0;246;0;0;0
2005;3;MARS;Rogaland og Agder;REGNBUEØRRET;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2005;3;MARS;Troms og Finnmark;LAKS;2003;3412518;14262851.3;0;0;1107848;1220518;6363694.9;4230537;51285;1539414;25827;1226;0;8754
2005;3;MARS;Troms og Finnmark;REGNBUEØRRET;2003;94456;288828.3;0;0;21902;0;0;0;0;0;201;0;0;0
2005;3;MARS;Troms og Finnmark;LAKS;2004;19613242;27644300.7;0;0;2683393;0;0;0;0;0;199256;0;0;0
2005;3;MARS;Troms og Finnmark;REGNBUEØRRET;2004;492519;923678.2;0;0;79380;0;0;0;0;0;1042;0;0;0
2005;3;MARS;Troms og Finnmark;LAKS;2005;122280;17318.1;80500;122738;670;0;0;0;0;0;458;0;0;0
2005;3;MARS;Troms og Finnmark;REGNBUEØRRET;2005;86746;10562.6;86746;86746;0;0;0;0;0;0;0;0;0;0
2005;3;MARS;Trøndelag;LAKS;2002;5962;77392.7;0;0;8937;0;0;0;0;0;7;0;0;0
2005;3;MARS;Trøndelag;LAKS;2003;6226402;28064870.1;0;0;2468893;1349487;6490384.4;2884312;205558;2985297;48745;9689;0;4187
2005;3;MARS;Trøndelag;REGNBUEØRRET;2003;42675;203346.4;0;0;23617;145661;478544;0;0;478544;2757;4994;0;-3566
2005;3;MARS;Trøndelag;LAKS;2004;24268877;34264203.4;0;0;3607570;31618;95132.3;84562;0;0;63890;546;0;0
2005;3;MARS;Trøndelag;REGNBUEØRRET;2004;745462;1125807.3;0;0;137534;0;0;0;0;0;2562;0;0;0
2005;3;MARS;Trøndelag;LAKS;2005;392293;53918.5;393738;393738;2680;0;0;0;0;0;1445;0;0;0
2005;3;MARS;Vestland;LAKS;2002;1112;11787.2;0;0;1110;0;0;0;0;0;8;0;0;0
2005;3;MARS;Vestland;LAKS;2003;6648613;27275987.5;0;0;2976589;2018059;9900230.2;4508466;26323;4794881;59870;25825;0;-44648
2005;3;MARS;Vestland;REGNBUEØRRET;2003;477592;1865263.3;0;0;160250;399133;1804593.6;217116;265293;1222306;3935;5341;0;4393
2005;3;MARS;Vestland;LAKS;2004;35098947;51444694.4;0;0;6013318;122254;673346.3;598530;0;0;341779;933;0;0
2005;3;MARS;Vestland;REGNBUEØRRET;2004;7904193;11042352.6;0;0;1664176;53632;161567;0;0;161567;40961;784;0;0
2005;3;MARS;Vestland;LAKS;2005;485759;77425.6;0;0;20886;0;0;0;0;0;8421;0;0;0
2005;3;MARS;Vestland;REGNBUEØRRET;2005;259173;46841.3;118149;118149;5017;0;0;0;0;0;4976;0;0;0
2005;4;APRIL;Møre og Romsdal;LAKS;2003;1020041;4616341.4;0;0;500496;813006;3631242.4;2461564;13571;844802;14465;8676;0;17471
2005;4;APRIL;Møre og Romsdal;REGNBUEØRRET;2003;1775;9146.6;0;0;108300;274880;1128438;0;0;1128438;2076;120;0;11490
2005;4;APRIL;Møre og Romsdal;LAKS;2004;13519568;22432070.3;0;0;2891135;148630;565170.3;358074;925;161166;91493;1392;0;-28419
2005;4;APRIL;Møre og Romsdal;REGNBUEØRRET;2004;3390545;5479702.6;0;0;1330036;54370;173090;47828;93843;0;14947;98;0;0
2005;4;APRIL;Møre og Romsdal;LAKS;2005;5332698;663166.2;4343761;4343761;76312;0;0;0;0;0;16467;0;0;0
2005;4;APRIL;Møre og Romsdal;REGNBUEØRRET;2005;1366832;314444;845574;845574;82287;0;0;0;0;0;20153;0;0;0
2005;4;APRIL;Nordland;LAKS;2002;37352;84789;0;0;8955;0;0;0;0;0;47;0;0;0
2005;4;APRIL;Nordland;LAKS;2003;3140508;12513298.6;0;0;1313253;1483296;7875661.8;4384540;10411;2929874;22921;6695;0;29094
2005;4;APRIL;Nordland;REGNBUEØRRET;2003;787698;2571367.8;0;0;227485;196192;757129;0;0;757129;2388;0;0;0
2005;4;APRIL;Nordland;LAKS;2004;20739360;37557366.8;0;0;4428060;66305;294879.4;262115;0;0;65240;7972;0;1490
2005;4;APRIL;Nordland;REGNBUEØRRET;2004;2307418;1509355.5;0;0;218131;0;0;0;0;0;15982;0;0;0
2005;4;APRIL;Nordland;LAKS;2005;3232214;470939.2;2044099;2200851;83971;0;0;0;0;0;102820;0;0;0
2005;4;APRIL;Nordland;REGNBUEØRRET;2005;296206;35730.3;238703;238703;3475;0;0;0;0;0;21497;0;0;0
2005;4;APRIL;Rogaland og Agder;LAKS;1999;52;266.9;0;0;37;0;0;0;0;0;0;0;0;0
2005;4;APRIL;Rogaland og Agder;REGNBUEØRRET;1999;69;369.1;0;0;40;0;0;0;0;0;2;0;0;0
2005;4;APRIL;Rogaland og Agder;LAKS;2000;378;1577.3;0;0;64;0;0;0;0;0;6;0;0;0
2005;4;APRIL;Rogaland og Agder;REGNBUEØRRET;2001;2400;14880;0;0;750;0;0;0;0;0;89;0;0;0
2005;4;APRIL;Rogaland og Agder;LAKS;2002;501;541.1;0;0;108;0;0;0;0;0;0;0;0;0
2005;4;APRIL;Rogaland og Agder;REGNBUEØRRET;2002;1304;5462.9;0;0;500;0;0;0;0;0;45;0;0;0
2005;4;APRIL;Rogaland og Agder;LAKS;2003;2872765;13145622;0;0;1337844;823592;3994714.3;1385378;0;2436164;18913;16520;0;24164
2005;4;APRIL;Rogaland og Agder;REGNBUEØRRET;2003;3189;15084;0;0;680;0;0;0;0;0;19;0;0;0
2005;4;APRIL;Rogaland og Agder;LAKS;2004;15408336;18390950.7;0;0;2174870;50740;276095.9;186423;0;66370;85852;487;0;1609
2005;4;APRIL;Rogaland og Agder;REGNBUEØRRET;2004;9331;6383.2;0;0;1180;0;0;0;0;0;35;0;0;0
2005;4;APRIL;Rogaland og Agder;LAKS;2005;2206986;289852.9;2283335;2283335;19727;0;0;0;0;0;49508;0;0;0
2005;4;APRIL;Rogaland og Agder;REGNBUEØRRET;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2005;4;APRIL;Troms og Finnmark;LAKS;2003;2175697;9033927.3;0;0;609636;1311773;6867570.4;3546947;0;2877255;11299;1530;0;16144
2005;4;APRIL;Troms og Finnmark;REGNBUEØRRET;2003;94121;300534.8;0;0;19001;0;0;0;0;0;335;0;0;0
2005;4;APRIL;Troms og Finnmark;LAKS;2004;20094664;30883197.3;0;0;2895128;61833;106360.9;94543;0;0;92803;7;0;0
2005;4;APRIL;Troms og Finnmark;REGNBUEØRRET;2004;491556;1001618.2;0;0;99624;0;0;0;0;0;963;0;0;0
2005;4;APRIL;Troms og Finnmark;LAKS;2005;1605913;173047.6;1492625;1492625;8786;0;0;0;0;0;11238;0;0;0
2005;4;APRIL;Troms og Finnmark;REGNBUEØRRET;2005;81901;19307.4;0;0;4150;0;0;0;0;0;2556;0;0;0
2005;4;APRIL;Trøndelag;LAKS;2002;5938;85079.7;0;0;12205;0;0;0;0;0;24;0;0;0
2005;4;APRIL;Trøndelag;LAKS;2003;4558554;20835587.3;0;0;1812311;1760694;8952491.3;4553986;12598;3813308;43986;9190;0;109372
2005;4;APRIL;Trøndelag;REGNBUEØRRET;2003;9748;48486.6;0;0;8922;32331;131853;116170;0;0;375;221;0;0
2005;4;APRIL;Trøndelag;LAKS;2004;24834977;37638203.7;0;0;4530022;46165;118261.1;105121;0;0;76542;40;0;9363
2005;4;APRIL;Trøndelag;REGNBUEØRRET;2004;743655;1289664.5;0;0;177462;0;0;0;0;0;1807;0;0;0
2005;4;APRIL;Trøndelag;LAKS;2005;4500088;565350.8;3765326;3815855;89224;0;0;0;0;0;50282;0;0;0
2005;4;APRIL;Vestland;LAKS;2002;1089;11761.2;0;0;850;0;0;0;0;0;23;0;0;0
2005;4;APRIL;Vestland;LAKS;2003;4670811;19613890.8;0;0;2168100;1789521;8757471.7;3328403;11659;4998258;57455;40002;0;23193
2005;4;APRIL;Vestland;REGNBUEØRRET;2003;157157;644435.7;0;0;52287;180412;813470.4;57573;0;748125;444;748;0;14713
2005;4;APRIL;Vestland;LAKS;2004;32405309;54800124.1;0;0;7337464;151492;590772.1;214784;110429;209337;221199;12418;0;1009
2005;4;APRIL;Vestland;REGNBUEØRRET;2004;7465861;11189578.6;0;0;1821236;280839;1079819.2;364200;78200;567451;30860;5086;0;0
2005;4;APRIL;Vestland;LAKS;2005;7764883;1421506.5;7241266;7624746;180824;0;0;0;0;0;76042;0;0;0
2005;4;APRIL;Vestland;REGNBUEØRRET;2005;1036219;189500.1;587778;779828;20671;0;0;0;0;0;2782;0;0;0
2005;5;MAI;Møre og Romsdal;LAKS;2003;618802;2149005.5;0;0;316085;478749;2263483.1;1623441;25605;404696;7671;2253;0;6033
2005;5;MAI;Møre og Romsdal;REGNBUEØRRET;2003;0;0;0;0;0;208908;842404;0;0;842404;164;0;0;101
2005;5;MAI;Møre og Romsdal;LAKS;2004;12488133;24823986.9;0;0;4255786;102658;439708.1;318090;6537;73581;76900;874;0;3940
2005;5;MAI;Møre og Romsdal;REGNBUEØRRET;2004;3137308;5558036.5;0;0;1748328;111018;409219.5;166666;173818;0;12515;407;0;0
2005;5;MAI;Møre og Romsdal;LAKS;2005;11212457;1660238.5;5771023;5771023;451387;0;0;0;0;0;148878;0;0;0
2005;5;MAI;Møre og Romsdal;REGNBUEØRRET;2005;1456872;464870.2;101000;101000;160760;0;0;0;0;0;11210;0;0;0
2005;5;MAI;Nordland;LAKS;2003;1706397;10432923;0;0;1102919;1344739;6240833.9;3176469;1155;2665844;15712;4246;0;26818
2005;5;MAI;Nordland;REGNBUEØRRET;2003;1257108;4567659.4;0;0;705980;135814;494696;0;0;494696;3920;0;0;-832
2005;5;MAI;Nordland;LAKS;2004;22418108;47995568.1;0;0;7175324;111736;541617;480411;912;0;47424;495;0;46751
2005;5;MAI;Nordland;REGNBUEØRRET;2004;2591887;1970256.5;0;0;348409;0;0;0;0;0;73241;0;0;0
2005;5;MAI;Nordland;LAKS;2005;10361067;1504687.1;6748021;6947587;319595;0;0;0;0;0;287131;0;0;0
2005;5;MAI;Nordland;REGNBUEØRRET;2005;76422;17271.4;0;0;8500;0;0;0;0;0;281;0;0;0
2005;5;MAI;Rogaland og Agder;REGNBUEØRRET;2001;2365;14899.5;0;0;860;0;0;0;0;0;35;0;0;0
2005;5;MAI;Rogaland og Agder;REGNBUEØRRET;2002;795;4849.5;0;0;350;0;0;0;0;0;10;0;0;0
2005;5;MAI;Rogaland og Agder;LAKS;2003;1792862;8802422.4;0;0;1348426;923903;4368065.3;3760090;0;137964;7883;33952;0;39816
2005;5;MAI;Rogaland og Agder;REGNBUEØRRET;2003;3181;16318.5;0;0;1700;0;0;0;0;0;8;0;0;0
2005;5;MAI;Rogaland og Agder;LAKS;2004;13147353;20171008.1;0;0;3721971;25581;95655.4;85027;0;0;57581;2920;0;80712
2005;5;MAI;Rogaland og Agder;REGNBUEØRRET;2004;9312;8325.2;0;0;2630;0;0;0;0;0;19;0;0;0
2005;5;MAI;Rogaland og Agder;LAKS;2005;4891044;1323074.8;1256344;1304519;263302;20999;77598;68976;0;0;40473;4083;0;96
2005;5;MAI;Rogaland og Agder;REGNBUEØRRET;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2005;5;MAI;Troms og Finnmark;LAKS;2003;1293310;5120256.8;0;0;480040;694280;3562113;1831234;45969;1443778;5384;2356;0;7469
2005;5;MAI;Troms og Finnmark;REGNBUEØRRET;2003;79131;265275.7;0;0;37582;14667;47330;0;0;47330;324;0;0;0
2005;5;MAI;Troms og Finnmark;LAKS;2004;19338147;33114075.6;0;0;3840957;52828;101950.9;90623;0;0;63473;0;0;12353
2005;5;MAI;Troms og Finnmark;REGNBUEØRRET;2004;490977;1074632.1;0;0;93330;0;0;0;0;0;579;0;0;0
2005;5;MAI;Troms og Finnmark;LAKS;2005;10150962;1240037.9;8494644;8693237;224236;0;0;0;0;0;203843;0;0;0
2005;5;MAI;Troms og Finnmark;REGNBUEØRRET;2005;509165;79981;440742;440742;26264;0;0;0;0;0;15116;0;0;0
2005;5;MAI;Trøndelag;LAKS;2002;5987;89182.4;0;0;5190;0;0;0;0;0;139;0;0;0
2005;5;MAI;Trøndelag;LAKS;2003;2847097;13583156;0;0;1728829;1523817;7255268.1;4094078;8821;2638263;23782;7730;0;47742
2005;5;MAI;Trøndelag;REGNBUEØRRET;2003;0;0;0;0;0;11831;46632.6;41086;0;0;46;170;0;2299
2005;5;MAI;Trøndelag;LAKS;2004;24200646;43558350.8;0;0;7022482;458815;1675747;0;0;1675747;117903;25666;0;-15637
